;subject;stim;session;block;frame_rate;frame_int;trial_nb;SOA;real_SOA;target;mask;position;cor_ans;obj_rating;obj_RT;subj_rating;subj_RT;trial_duration;trigger
0;S_02;A;pre;1;59.82886551309128;[0.015397499999835418, 0.017128100000036284, 0.016356399999949645, 0.017086000000062995];94;3;0.050570500000048924;blank.tiff;mask.tiff;-0.14;a;['left'];0.9053893000000244;0;1.42;4.178555200000119;48
1;S_02;A;pre;1;59.82886551309128;[0.017229000000043015, 0.01653929999997672, 0.015891500000179803, 0.01667409999981828];68;4;0.049104899999974805;7.tif;mask.tiff;-0.14;right;['left'];0.8594805999998698;0;1.034;3.726069499999994;70
2;S_02;A;pre;1;59.82886551309128;[0.016980300000113857, 0.016395699999975477, 0.01708199999984572, 0.01681130000019948];54;2;0.05028900000002068;8.tif;mask.tiff;-0.14;right;['left'];1.0661336999999094;0;0.972;3.883145900000045;40
3;S_02;A;pre;1;59.82886551309128;[0.01609469999993962, 0.01672410000014679, 0.016756199999917953, 0.016826799999989817];74;5;0.05030710000005456;3.tif;mask.tiff;-0.14;left;['left'];0.4224587999999585;1;0.658;2.9226229999999305;84
4;S_02;A;pre;1;59.82886551309128;[0.016082500000038635, 0.017386499999929583, 0.016581300000098054, 0.016710699999975986];7;1;0.05067850000000362;8.tif;mask.tiff;0.14;right;['right'];0.9324962000000596;0;0.833;3.600193900000022;25
5;S_02;A;pre;1;59.82886551309128;[0.01643300000000636, 0.017517699999871184, 0.01649720000000343, 0.016373000000157845];65;4;0.05038790000003246;2.tif;mask.tiff;0.14;left;['left'];4.419549800000141;0;1.514;7.769829300000083;67
6;S_02;A;pre;1;59.82886551309128;[0.017101600000160033, 0.016002399999933914, 0.0168628000001263, 0.016464999999925567];22;3;0.04933019999998578;8.tif;mask.tiff;-0.14;right;['left'];0.30157200000007833;1;1.528;3.6681186000000707;56
7;S_02;A;pre;1;59.82886551309128;[0.01596319999998741, 0.01679939999985436, 0.016878100000212726, 0.016827399999783665];67;4;0.05050489999985075;3.tif;mask.tiff;0.14;left;['right'];0.4404605999998239;0;3.444;5.723606899999822;69
8;S_02;A;pre;1;59.82886551309128;[0.01730479999991985, 0.015873600000077204, 0.017118499999924097, 0.016191300000173214];53;2;0.049183400000174515;7.tif;mask.tiff;0.14;right;['left'];0.9039671000000453;0;2.01;4.754277199999933;39
9;S_02;A;pre;1;59.82886551309128;[0.016895599999998012, 0.016709999999875436, 0.015906500000028245, 0.01713330000006863];93;2;0.04974979999997231;blank.tiff;mask.tiff;0.14;a;['right'];0.5721476999999595;0;1.776;4.18922520000001;33
10;S_02;A;pre;1;59.82886551309128;[0.016846400000076756, 0.01633640000000014, 0.016803900000013527, 0.016617300000007162];8;2;0.04975760000002083;2.tif;mask.tiff;-0.14;left;['right'];4.769829299999856;0;5.474;12.085923699999967;34
11;S_02;A;pre;1;59.82886551309128;[0.016857800000025236, 0.017316100000016377, 0.016233300000067175, 0.016532999999981257];91;1;0.05008240000006481;blank.tiff;mask.tiff;0.14;a;['left'];0.5869321000000127;0;1.007;3.4366580000000795;17
12;S_02;A;pre;1;59.82886551309128;[0.016960200000085024, 0.016259099999842874, 0.016904100000147082, 0.01714070000002721];6;1;0.050303900000017165;8.tif;mask.tiff;-0.14;right;['right'];0.5575106999999662;0;0.998;3.3908243000000766;24
13;S_02;A;pre;1;59.82886551309128;[0.016724600000088685, 0.016669399999955203, 0.016851100000167207, 0.016288499999973283];10;2;0.04980900000009569;3.tif;mask.tiff;-0.14;left;['left'];0.7140623999998752;1;1.129;3.6810740999999325;36
