;subject;stim;session;block;frame_rate;frame_int;trial_nb;SOA;real_SOA;target;mask;position;cor_ans;obj_rating;obj_RT;subj_rating;subj_RT;trial_duration;trigger
0;S04;A;pre;1;59.98566342900673;[0.014725199987879023, 0.01652010000543669, 0.016393099998822436, 0.016735400015022606];61;3;0.04964860001928173;7.tif;mask.tiff;0.14;right;['right'];0.8597227999998722;1;2.132;4.845342500018887;55
1;S04;A;pre;1;59.98566342900673;[0.0165151999972295, 0.017273000004934147, 0.016268899984424934, 0.016815300012240186];11;2;0.05035720000159927;3.tif;mask.tiff;0.14;left;['right'];1.3289452999888454;0;2.066;5.2293376000016;37
2;S04;A;pre;1;59.98566342900673;[0.017066199972759932, 0.016436100006103516, 0.016441800020402297, 0.016840399999637157];29;4;0.04971830002614297;7.tif;mask.tiff;0.14;right;['right'];0.8302259999909438;1;0.744;3.413661600003252;71
3;S04;A;pre;1;59.98566342900673;[0.014206099993316457, 0.0163227999873925, 0.017095300019718707, 0.016426199988927692];3;1;0.0498442999960389;3.tif;mask.tiff;0.14;left;['left'];0.2936559999943711;1;2.009;4.143426399998134;21
4;S04;A;pre;1;59.98566342900673;[0.015326099994126707, 0.01645600001211278, 0.0167760000040289, 0.01641889999154955];28;4;0.049650900007691234;7.tif;mask.tiff;-0.14;right;['right'];0.30202319999807514;0;0.928;3.06828070001211;70
5;S04;A;pre;1;59.98566342900673;[0.017139800009317696, 0.0166548999841325, 0.016262800025288016, 0.016840500000398606];8;2;0.04975820000981912;2.tif;mask.tiff;-0.14;left;['left'];0.24252450000494719;1;0.752;2.8420415000000503;34
6;S04;A;pre;1;59.98566342900673;[0.01624730002367869, 0.01660159998573363, 0.0168159999884665, 0.01672740001231432];97;4;0.05014499998651445;blank.tiff;mask.tiff;0.14;a;['right'];0.15811270000995137;0;0.749;2.7415867000236176;65
7;S04;A;pre;1;59.98566342900673;[0.013585499982582405, 0.016781200014520437, 0.01635970000643283, 0.01767679999466054];15;2;0.05081770001561381;8.tif;mask.tiff;0.14;right;['right'];0.5628024000034202;1;1.724;4.1289046999881975;41
8;S04;A;pre;1;59.98566342900673;[0.017233099992154166, 0.016193300019949675, 0.01700130000244826, 0.016372299985960126];52;2;0.04956690000835806;7.tif;mask.tiff;-0.14;right;['right'];0.9363922000047751;0;0.7;3.469246900000144;38
9;S04;A;pre;1;59.98566342900673;[0.01673900001333095, 0.016739999991841614, 0.01701630000025034, 0.016507699998328462];86;4;0.050263999990420416;blank.tiff;mask.tiff;-0.14;a;['left'];1.5790076999983285;0;4.22;7.645592100016074;64
10;S04;A;pre;1;59.98566342900673;[0.0169095000019297, 0.016461099992739037, 0.016648500022711232, 0.01704439998138696];7;1;0.05015399999683723;8.tif;mask.tiff;0.14;right;['right'];0.16409900001599453;1;0.976;2.980842199991457;25
11;S04;A;pre;1;59.98566342900673;[0.0170059000083711, 0.01653769999393262, 0.016389900003559887, 0.016876399982720613];56;3;0.04980399998021312;2.tif;mask.tiff;-0.14;left;['left'];0.11232650000602007;1;0.752;2.695363600010751;50
12;S04;A;pre;1;59.98566342900673;[0.016920499998377636, 0.016947199997957796, 0.017094099981477484, 0.016760300000896677];32;5;0.05080159998033196;2.tif;mask.tiff;-0.14;left;['left'];0.10474920002161525;1;0.891;2.8382071999949403;82
13;S04;A;pre;1;59.98566342900673;[0.01693179999710992, 0.01641739998012781, 0.017210999998496845, 0.01603240001713857];93;2;0.04966079999576323;blank.tiff;mask.tiff;0.14;a;['left'];0.11992560001090169;0;0.73;2.6870315999840386;33
14;S04;A;pre;1;59.98566342900673;[0.016957499989075586, 0.016300000017508864, 0.016726200003176928, 0.017123799974797294];2;1;0.050149999995483086;3.tif;mask.tiff;-0.14;left;['left'];0.1928704000019934;1;0.651;2.693092000001343;20
15;S04;A;pre;1;59.98566342900673;[0.016742999985581264, 0.01654970002709888, 0.016869099985342473, 0.01664129999699071];6;1;0.05006010000943206;8.tif;mask.tiff;-0.14;right;['right'];0.13305939998826943;1;0.911;2.900372600008268;24
16;S04;A;pre;1;59.98566342900673;[0.017271499993512407, 0.01661150000290945, 0.016035000007832423, 0.017151699983514845];30;4;0.04979819999425672;8.tif;mask.tiff;-0.14;right;['right'];0.12852150000981055;0;0.784;2.7447757000045385;72
17;S04;A;pre;1;59.98566342900673;[0.01646959999925457, 0.01660750000155531, 0.01658779999706894, 0.01717020000796765];81;1;0.0503655000065919;blank.tiff;mask.tiff;0.14;a;['left'];0.10760220000520349;0;0.857;2.807295400009025;17
18;S04;A;pre;1;59.98566342900673;[0.016805099992780015, 0.016742900013923645, 0.01664279997930862, 0.017052900017006323];84;3;0.05043860001023859;blank.tiff;mask.tiff;-0.14;a;['right'];0.07596159999957308;0;0.887;2.8093190000217874;48
19;S04;A;pre;1;59.98566342900673;[0.01676109997788444, 0.016685400012647733, 0.01699559998814948, 0.016493800008902326];85;3;0.05017480000969954;blank.tiff;mask.tiff;0.14;a;['left'];0.08420569999725558;0;0.756;2.6841277000203263;49
20;S04;A;pre;1;59.98566342900673;[0.01459239999530837, 0.016659800021443516, 0.015981299977283925, 0.017006400012178347];53;2;0.04964750001090579;7.tif;mask.tiff;0.14;right;['right'];0.12103449998539872;1;0.723;2.704349599982379;39
21;S04;A;pre;1;59.98566342900673;[0.017120999982580543, 0.016576499998336658, 0.01689200001419522, 0.016228499996941537];89;5;0.04969700000947341;blank.tiff;mask.tiff;0.14;a;['left'];0.09854289999930188;0;0.929;2.8651802999957;81
22;S04;A;pre;1;59.98566342900673;[0.016132199991261587, 0.016199100005906075, 0.01637919998029247, 0.016710399999283254];35;5;0.0492886999854818;3.tif;mask.tiff;0.14;left;['left'];0.4455004000046756;1;0.971;3.261452000006102;85
23;S04;A;pre;1;59.98566342900673;[0.01743700000224635, 0.01691379997646436, 0.016359000001102686, 0.016911400016397238];16;3;0.050184199993964285;2.tif;mask.tiff;-0.14;left;['left'];0.5229649000102654;1;2.581;4.973315200011712;50
24;S04;A;pre;1;59.98566342900673;[0.01645769999595359, 0.01635980000719428, 0.016793000017059967, 0.017041899991454557];60;3;0.050194700015708804;7.tif;mask.tiff;-0.14;right;['right'];0.09231770000769757;1;3.52;5.458618200005731;54
