;subject;stim;session;block;frame_rate;trial_nb;target;cor_ans;obj_rating;obj_RT;subj_rating;subj_RT
0;S12;A;pre;1;59.94352118902234;40;e;left;['right'];0.8848684999393299;1;2.434
1;S12;A;pre;1;59.94352118902234;92;noise;;['left'];1.5642246000934392;0;0.897
2;S12;A;pre;1;59.94352118902234;81;noise;;['right'];1.235820599948056;0;1.323
3;S12;A;pre;1;59.94352118902234;26;a;right;['right'];0.511452000006102;1;1.06
4;S12;A;pre;1;59.94352118902234;16;a;right;['right'];0.9946385000366718;1;3.343
5;S12;A;pre;1;59.94352118902234;57;e;left;['right'];1.5602850000141189;1;2.266
6;S12;A;pre;1;59.94352118902234;1;a;right;['right'];0.5072839999338612;1;1.196
7;S12;A;pre;1;59.94352118902234;85;noise;;['left'];1.824538999935612;1;3.226
8;S12;A;pre;1;59.94352118902234;10;a;right;['right'];0.3822031000163406;1;0.729
9;S12;A;pre;1;59.94352118902234;3;a;right;['right'];0.35776499996427447;1;0.954
10;S12;A;pre;1;59.94352118902234;33;a;right;['right'];0.5720977999735624;1;1.36
11;S12;A;pre;1;59.94352118902234;43;e;left;['left'];0.5422143000178039;1;1.162
12;S12;A;pre;1;59.94352118902234;47;e;left;['left'];0.5458908999571577;1;0.705
13;S12;A;pre;1;59.94352118902234;80;noise;;['right'];0.36944629997015;1;1.09
14;S12;A;pre;1;59.94352118902234;19;a;right;['right'];0.5182875000173226;0;0.848
15;S12;A;pre;1;59.94352118902234;79;e;left;['left'];0.3793661999516189;1;0.936
16;S12;A;pre;1;59.94352118902234;95;noise;;['right'];0.3337210000026971;0;0.709
17;S12;A;pre;1;59.94352118902234;42;e;left;['right'];0.5099217999959365;1;0.843
18;S12;A;pre;1;59.94352118902234;67;e;left;['left'];0.49242459994275123;1;0.673
19;S12;A;pre;1;59.94352118902234;91;noise;;['left'];0.46974820003379136;0;1.104
20;S12;A;pre;1;59.94352118902234;22;a;right;['right'];0.3910423000343144;1;0.676
21;S12;A;pre;1;59.94352118902234;32;a;right;['right'];0.3489398999372497;1;0.85
22;S12;A;pre;1;59.94352118902234;72;e;left;['left'];0.3469432001002133;1;0.617
