;subject;stim;session;block;frame_rate;frame_int;trial_nb;SOA;real_SOA;target;mask;position;cor_ans;obj_rating;obj_RT;subj_rating;subj_RT;trial_duration;trigger
0;S05;A;pre;1;60.290358330661455;[0.016634299885481596, 0.01670360006392002, 0.016443299944512546, 0.016986200003884733];91;1;0.0501331000123173;blank.tiff;mask.tiff;0.14;a;['right'];0.7222937999758869;0;1.427;4.020055899978615;17
1;S05;A;pre;1;60.290358330661455;[0.01666530000511557, 0.01681459997780621, 0.01675519999116659, 0.01679090003017336];77;5;0.05036069999914616;7.tif;mask.tiff;0.14;right;['right'];0.7153815999627113;1;0.838;3.3978448000270873;87
2;S05;A;pre;1;60.290358330661455;[0.016909099998883903, 0.01652710000053048, 0.017403300036676228, 0.016077299951575696];37;5;0.050007699988782406;7.tif;mask.tiff;0.14;right;['right'];0.79271119995974;1;1.128;3.7592848000349477;87
3;S05;A;pre;1;60.290358330661455;[0.017001000000163913, 0.016649400000460446, 0.016615199972875416, 0.016746000037528574];35;5;0.05001060001086444;3.tif;mask.tiff;0.14;left;['left'];0.4665564000606537;1;0.823;3.133464299957268;85
4;S05;A;pre;1;60.290358330661455;[0.016557900002226233, 0.017252299934625626, 0.016767900087870657, 0.016512900008819997];55;2;0.05053310003131628;8.tif;mask.tiff;0.14;right;['right'];0.24069479992613196;0;0.955;3.0403854000614956;41
5;S05;A;pre;1;60.290358330661455;[0.013205699971877038, 0.016618599998764694, 0.016120700049214065, 0.01705609995406121];23;3;0.04979540000203997;8.tif;mask.tiff;0.14;right;['right'];1.0400044999551028;1;4.585;7.473323700018227;57
6;S05;A;pre;1;60.290358330661455;[0.01641159993596375, 0.017043800093233585, 0.016747199930250645, 0.017049800022505224];51;2;0.050840800045989454;3.tif;mask.tiff;0.14;left;['left'];0.09825889999046922;1;0.725;2.6655378999421373;37
7;S05;A;pre;1;60.290358330661455;[0.017032799893058836, 0.016489500063471496, 0.01686079998034984, 0.016399199957959354];64;4;0.04974950000178069;2.tif;mask.tiff;-0.14;left;['left'];0.11593840003479272;1;0.875;2.8485076999058947;66
8;S05;A;pre;1;60.290358330661455;[0.016877500107511878, 0.016303699929267168, 0.016679299995303154, 0.016661399975419044];40;1;0.04964439989998937;2.tif;mask.tiff;-0.14;left;['left'];0.2855307999998331;1;0.83;2.9519193000160158;18
9;S05;A;pre;1;60.290358330661455;[0.01662619994021952, 0.016492699971422553, 0.016588900005444884, 0.0272987000644207];94;3;0.06038030004128814;blank.tiff;mask.tiff;-0.14;a;['left'];0.4547385999467224;0;0.906;3.204651499981992;48
10;S05;A;pre;1;60.290358330661455;[0.01684000005479902, 0.016739599988795817, 0.01694360002875328, 0.01678790000732988];47;1;0.05047110002487898;8.tif;mask.tiff;0.14;right;['left'];0.374224100029096;0;0.929;3.141098099993542;25
