;subject;stim;session;block;frame_rate;trial_nb;target;cor_ans;obj_rating;obj_RT;subj_rating;subj_RT
0;S05;A;pre;1;60.058797535060506;98;noise;;['right'];0.4711931000929326;0;4.637
1;S05;A;pre;1;60.058797535060506;76;e;left;['left'];0.4225734999636188;1;1.338
2;S05;A;pre;1;60.058797535060506;65;e;left;['right'];0.2659059000434354;1;0.862
3;S05;A;pre;1;60.058797535060506;91;noise;;['left'];0.4865803000284359;0;0.765
4;S05;A;pre;1;60.058797535060506;85;noise;;['right'];0.40930450009182096;0;0.815
5;S05;A;pre;1;60.058797535060506;70;e;left;['right'];0.4283300000242889;1;0.685
6;S05;A;pre;1;60.058797535060506;32;a;right;['right'];0.40164189995266497;1;1.424
7;S05;A;pre;1;60.058797535060506;93;noise;;['right'];0.39192320010624826;0;0.661
8;S05;A;pre;1;60.058797535060506;15;a;right;['right'];0.348847399931401;1;1.04
9;S05;A;pre;1;60.058797535060506;14;a;right;['right'];1.0080565999960527;1;1.138
10;S05;A;pre;1;60.058797535060506;97;noise;;['left'];1.2712611999595538;0;0.772
11;S05;A;pre;1;60.058797535060506;56;e;left;['right'];0.37598279991652817;1;0.664
12;S05;A;pre;1;60.058797535060506;45;e;left;['right'];0.6121657999465242;1;1.709
13;S05;A;pre;1;60.058797535060506;6;a;right;['right'];0.33711969992145896;1;0.871
14;S05;A;pre;1;60.058797535060506;84;noise;;['left'];0.29278560006059706;0;1.106
15;S05;A;pre;1;60.058797535060506;50;e;left;['right'];0.3213986000046134;1;0.805
16;S05;A;pre;1;60.058797535060506;86;noise;;['right'];0.19061210006475449;0;0.724
17;S05;A;pre;1;60.058797535060506;83;noise;;['right'];0.3461680000182241;0;1.037
18;S05;A;pre;1;60.058797535060506;90;noise;;['left'];0.24124719994142652;0;1.708
19;S05;A;pre;1;60.058797535060506;37;a;right;['right'];0.17799370002467185;1;0.704
20;S05;A;pre;1;60.058797535060506;47;e;left;['right'];0.7155439999187365;1;0.934
21;S05;A;pre;1;60.058797535060506;26;a;right;['right'];0.17232070001773536;1;0.847
22;S05;A;pre;1;60.058797535060506;29;a;right;['right'];0.18460909998975694;1;0.717
23;S05;A;pre;1;60.058797535060506;96;noise;;['right'];0.19660279992967844;0;0.72
24;S05;A;pre;1;60.058797535060506;64;e;left;['right'];0.22840440005529672;1;0.628
25;S05;A;pre;1;60.058797535060506;59;e;left;['right'];0.17288349999580532;1;0.695
26;S05;A;pre;1;60.058797535060506;60;e;left;['right'];0.20350890001282096;1;0.643
27;S05;A;pre;1;60.058797535060506;68;e;left;['right'];0.244602799997665;1;0.689
28;S05;A;pre;1;60.058797535060506;72;e;left;['right'];0.19304059993010014;1;0.792
29;S05;A;pre;1;60.058797535060506;33;a;right;['right'];0.6899066000478342;1;1.411
30;S05;A;pre;1;60.058797535060506;1;a;right;['right'];0.1722482000477612;1;0.809
31;S05;A;pre;1;60.058797535060506;53;e;left;['left'];0.4257380999624729;1;1.431
32;S05;A;pre;1;60.058797535060506;16;a;right;['right'];0.2083628000691533;1;0.825
33;S05;A;pre;1;60.058797535060506;61;e;left;['right'];0.17076050001196563;1;0.732
34;S05;A;pre;1;60.058797535060506;42;e;left;['right'];0.16832950001116842;1;0.656
35;S05;A;pre;1;60.058797535060506;23;a;right;['right'];0.1606881000334397;1;0.786
36;S05;A;pre;1;60.058797535060506;77;e;left;['left'];0.22863619995769113;1;1.087
37;S05;A;pre;1;60.058797535060506;58;e;left;['right'];0.2189496000064537;1;0.8
38;S05;A;pre;1;60.058797535060506;74;e;left;['right'];0.1728745000436902;1;0.719
39;S05;A;pre;1;60.058797535060506;35;a;right;['right'];0.1965742000611499;1;0.82
40;S05;A;pre;1;60.058797535060506;8;a;right;['right'];0.3227829000679776;1;1.007
41;S05;A;pre;1;60.058797535060506;34;a;right;['left'];0.5260635999729857;1;1.375
42;S05;A;pre;1;60.058797535060506;31;a;right;['right'];0.31909659993834794;1;1.461
43;S05;A;pre;1;60.058797535060506;57;e;left;['right'];0.21365050005260855;1;0.705
44;S05;A;pre;1;60.058797535060506;92;noise;;['left'];0.2695628999499604;0;0.954
45;S05;A;pre;1;60.058797535060506;11;a;right;['left'];0.5353194000199437;1;1.058
46;S05;A;pre;1;60.058797535060506;9;a;right;['right'];0.1643794000847265;1;0.752
47;S05;A;pre;1;60.058797535060506;89;noise;;['left'];0.18612740002572536;0;0.678
48;S05;A;pre;1;60.058797535060506;4;a;right;['right'];1.8816058000084013;1;1.195
49;S05;A;pre;1;60.058797535060506;46;e;left;['right'];0.2266556000104174;1;0.7
50;S05;A;pre;1;60.058797535060506;7;a;right;['left'];0.23250530008226633;1;1.017
51;S05;A;pre;1;60.058797535060506;73;e;left;['right'];0.2599501999793574;1;0.85
52;S05;A;pre;1;60.058797535060506;12;a;right;['right'];0.17396259994711727;1;0.858
53;S05;A;pre;1;60.058797535060506;87;noise;;['left'];0.28872599999886006;0;0.974
54;S05;A;pre;1;60.058797535060506;19;a;right;['right'];0.2599496999755502;1;0.831
55;S05;A;pre;1;60.058797535060506;66;e;left;['right'];0.20763149997219443;1;1.03
56;S05;A;pre;1;60.058797535060506;22;a;right;['right'];0.14359590003732592;1;0.808
57;S05;A;pre;1;60.058797535060506;41;e;left;['left'];0.11450010002590716;1;0.709
58;S05;A;pre;1;60.058797535060506;28;a;right;['right'];0.14449450001120567;1;0.757
59;S05;A;pre;1;60.058797535060506;52;e;left;['left'];0.14038140000775456;1;0.707
60;S05;A;pre;1;60.058797535060506;63;e;left;['right'];0.556014500092715;1;0.907
61;S05;A;pre;1;60.058797535060506;13;a;right;['right'];0.19812309998087585;1;1.117
62;S05;A;pre;1;60.058797535060506;20;a;right;['right'];0.1253722000401467;1;0.816
