;subject;stim;session;block;frame_rate;trial_nb;target;cor_ans;obj_rating;obj_RT;subj_rating;subj_RT
0;S10;A;pre;1;59.81222549689455;11;a;right;['right'];1.807203100004699;1;1.457
1;S10;A;pre;1;59.81222549689455;25;a;right;['right'];1.0820994999958202;1;1.104
2;S10;A;pre;1;59.81222549689455;4;a;right;['right'];1.2267500999732874;1;0.898
3;S10;A;pre;1;59.81222549689455;94;noise;;['right'];2.518055099993944;0;1.804
4;S10;A;pre;1;59.81222549689455;6;a;right;['right'];0.7399756000377238;0;0.813
5;S10;A;pre;1;59.81222549689455;26;a;right;['right'];0.5065488999825902;1;0.907
6;S10;A;pre;1;59.81222549689455;42;e;left;['left'];5.520716099999845;1;1.137
7;S10;A;pre;1;59.81222549689455;70;e;left;['right'];1.1998281999840401;1;1.398
8;S10;A;pre;1;59.81222549689455;23;a;right;['right'];4.499812700028997;1;1.173
9;S10;A;pre;1;59.81222549689455;51;e;left;['left'];2.6742848999565467;1;1.925
10;S10;A;pre;1;59.81222549689455;99;noise;;['right'];1.327531499962788;0;1.985
11;S10;A;pre;1;59.81222549689455;22;a;right;['left'];0.977993400010746;0;1.391
12;S10;A;pre;1;59.81222549689455;61;e;left;['right'];0.7477111999760382;1;0.956
13;S10;A;pre;1;59.81222549689455;48;e;left;['right'];0.7604633999872021;1;0.996
14;S10;A;pre;1;59.81222549689455;31;a;right;['left'];1.3243982000276446;0;0.841
15;S10;A;pre;1;59.81222549689455;73;e;left;['right'];0.6037790999980643;1;1.131
16;S10;A;pre;1;59.81222549689455;85;noise;;['right'];2.7285878999973647;0;1.439
17;S10;A;pre;1;59.81222549689455;19;a;right;['right'];0.3746141999727115;1;1.407
18;S10;A;pre;1;59.81222549689455;64;e;left;['right'];1.149511200026609;1;0.846
19;S10;A;pre;1;59.81222549689455;68;e;left;['right'];0.7679223000304773;1;0.945
20;S10;A;pre;1;59.81222549689455;65;e;left;['right'];0.41173380002146587;1;0.825
21;S10;A;pre;1;59.81222549689455;77;e;left;['left'];0.9619158999994397;1;1.015
22;S10;A;pre;1;59.81222549689455;10;a;right;['right'];0.6013326999964193;1;0.84
23;S10;A;pre;1;59.81222549689455;14;a;right;['left'];0.6783566999947652;0;0.817
24;S10;A;pre;1;59.81222549689455;96;noise;;['left'];0.4752769999904558;0;1.037
25;S10;A;pre;1;59.81222549689455;27;a;right;['right'];0.42268960003275424;1;0.822
26;S10;A;pre;1;59.81222549689455;97;noise;;['right'];0.7705099000013433;0;0.927
