;subject;stim;session;block;frame_rate;trial_nb;target;cor_ans;obj_rating;obj_RT;subj_rating;subj_RT
0;S09;A;pre;1;59.90104347623642;82;noise;;['left'];1.0462069999998675;0;3.015
1;S09;A;pre;1;59.90104347623642;45;e;left;['left'];0.7350123000001076;0;1.926
2;S09;A;pre;1;59.90104347623642;3;a;right;['left'];0.8080647000001591;0;2.356
3;S09;A;pre;1;59.90104347623642;91;noise;;['left'];0.7295361999999841;0;1.984
4;S09;A;pre;1;59.90104347623642;70;e;left;['right'];2.2188421000000744;1;5.751
5;S09;A;pre;1;59.90104347623642;25;a;right;['left'];1.1961731999999756;0;4.129
6;S09;A;pre;1;59.90104347623642;22;a;right;['right'];0.7505857999999535;1;1.53
7;S09;A;pre;1;59.90104347623642;65;e;left;['left'];0.9745139999999992;0;1.434
8;S09;A;pre;1;59.90104347623642;15;a;right;['left'];1.6130684999998266;0;2.218
9;S09;A;pre;1;59.90104347623642;88;noise;;['right'];0.773884299999736;0;1.733
10;S09;A;pre;1;59.90104347623642;62;e;left;['left'];0.7158343000000968;0;1.448
11;S09;A;pre;1;59.90104347623642;44;e;left;['left'];0.9556109000000106;0;1.939
12;S09;A;pre;1;59.90104347623642;92;noise;;['right'];0.6452154999997219;0;1.124
13;S09;A;pre;1;59.90104347623642;40;e;left;['right'];0.5499251999999615;0;1.495
14;S09;A;pre;1;59.90104347623642;11;a;right;['right'];0.6867048999997678;0;1.218
15;S09;A;pre;1;59.90104347623642;17;a;right;['left'];0.8817780999997922;0;3.027
16;S09;A;pre;1;59.90104347623642;23;a;right;['left'];0.5551091000002089;0;1.447
17;S09;A;pre;1;59.90104347623642;74;e;left;['right'];0.5949883999996928;0;2.875
18;S09;A;pre;1;59.90104347623642;6;a;right;['left'];0.589232599999832;0;1.549
19;S09;A;pre;1;59.90104347623642;59;e;left;['left'];1.2953550000001997;1;3.316
20;S09;A;pre;1;59.90104347623642;31;a;right;['right'];0.9589607000002616;1;0.833
21;S09;A;pre;1;59.90104347623642;32;a;right;['left'];0.6783424000000196;1;0.892
22;S09;A;pre;1;59.90104347623642;43;e;left;['right'];0.7539621999999326;1;0.808
23;S09;A;pre;1;59.90104347623642;63;e;left;['left'];0.49661879999985103;1;0.825
24;S09;A;pre;1;59.90104347623642;76;e;left;['left'];0.7611016999999265;1;0.874
25;S09;A;pre;1;59.90104347623642;69;e;left;['right'];0.5376440999998522;1;0.821
26;S09;A;pre;1;59.90104347623642;71;e;left;['left'];0.9229981999997108;1;0.776
27;S09;A;pre;1;59.90104347623642;27;a;right;['right'];0.6125378000001547;1;0.874
28;S09;A;pre;1;59.90104347623642;24;a;right;['right'];0.4693097999997917;1;1.124
29;S09;A;pre;1;59.90104347623642;47;e;left;['right'];1.513137700000243;1;1.462
30;S09;A;pre;1;59.90104347623642;87;noise;;['left'];1.028620100000353;1;2.706
31;S09;A;pre;1;59.90104347623642;75;e;left;['right'];0.8021365999998125;1;1.42
32;S09;A;pre;1;59.90104347623642;51;e;left;['right'];0.5876688999996986;1;0.809
33;S09;A;pre;1;59.90104347623642;77;e;left;['right'];0.4586957999999868;1;1.195
34;S09;A;pre;1;59.90104347623642;80;noise;;['left'];0.49471289999974033;0;1.005
35;S09;A;pre;1;59.90104347623642;20;a;right;['left'];0.5954321999997774;1;1.008
36;S09;A;pre;1;59.90104347623642;35;a;right;['left'];0.5642457999997532;1;0.93
