;subject;stim;session;block;frame_rate;trial_nb;target;cor_ans;obj_rating;obj_RT;subj_rating;subj_RT
0;S_02;A;pre;1;59.99030556656854;50;e;left;['left'];0.7417187000000922;0;1.361
1;S_02;A;pre;1;59.99030556656854;32;a;right;['left'];1.0918911999997363;0;0.933
2;S_02;A;pre;1;59.99030556656854;21;a;right;['left'];0.8828890000004321;0;1.899
3;S_02;A;pre;1;59.99030556656854;97;noise;;['right'];0.4550961000004463;0;1.765
4;S_02;A;pre;1;59.99030556656854;73;e;left;['right'];0.677455000000009;0;3.152
5;S_02;A;pre;1;59.99030556656854;77;e;left;['left'];0.4789338000000498;1;1.056
6;S_02;A;pre;1;59.99030556656854;54;e;left;['right'];0.552733999999873;0;0.818
7;S_02;A;pre;1;59.99030556656854;51;e;left;['left'];0.4886780999995608;0;1.647
8;S_02;A;pre;1;59.99030556656854;34;a;right;['right'];0.2973409999995056;1;2.036
9;S_02;A;pre;1;59.99030556656854;82;noise;;['left'];0.4385052999996333;1;1.894
10;S_02;A;pre;1;59.99030556656854;90;noise;;['left'];0.8463929999998072;0;2.354
11;S_02;A;pre;1;59.99030556656854;84;noise;;['right'];0.3993685999994341;0;1.5
12;S_02;A;pre;1;59.99030556656854;30;a;right;['left'];3.3492256999998062;1;2.421
13;S_02;A;pre;1;59.99030556656854;57;e;left;['left'];0.7489627000004475;0;1.22
14;S_02;A;pre;1;59.99030556656854;59;e;left;['left'];8.461363600000368;1;3.991
15;S_02;A;pre;1;59.99030556656854;61;e;left;['right'];0.6572011999996903;0;1.657
16;S_02;A;pre;1;59.99030556656854;88;noise;;['left'];4.429679599999872;0;1.399
17;S_02;A;pre;1;59.99030556656854;0;a;right;['right'];0.576224600000387;0;1.269
18;S_02;A;pre;1;59.99030556656854;31;a;right;['right'];1.9541762999997445;0;1.718
19;S_02;A;pre;1;59.99030556656854;12;a;right;['left'];0.7307284999997137;0;2.319
20;S_02;A;pre;1;59.99030556656854;45;e;left;['right'];0.3802120999998806;0;2.717
