;subject;stim;session;block;frame_rate;frame_int;trial_nb;SOA;real_SOA;target;mask;position;cor_ans;obj_rating;obj_RT;subj_rating;subj_RT;trial_duration;trigger
0;S11;A;pre;1;59.77600734417098;[0.012812599998142105, 0.016618400000879774, 0.016264300000329968, 0.01700879999771132];44;1;0.04989149999892106;7.tif;mask.tiff;-0.14;right;['left'];4.709639000000607;0;1.623;8.200119299999642;22
1;S11;A;pre;1;59.77600734417098;[0.016190700000151992, 0.01744699999835575, 0.016133900000568246, 0.016754000000219094];39;5;0.05033489999914309;8.tif;mask.tiff;0.14;right;['left'];0.5210605000029318;1;0.936;3.305144999998447;89
2;S11;A;pre;1;59.77600734417098;[0.013919500001065899, 0.01632679999966058, 0.016732699998101452, 0.016333100000338163];84;3;0.049392599998100195;blank.tiff;mask.tiff;-0.14;a;['left'];0.9547836000019743;0;1.009;3.8052035000000615;48
3;S11;A;pre;1;59.77600734417098;[0.01633620000211522, 0.0165634000004502, 0.017119199997978285, 0.01624160000210395];82;2;0.04992420000053244;blank.tiff;mask.tiff;-0.14;a;['left'];0.9889111000011326;0;1.197;4.03885900000023;32
4;S11;A;pre;1;59.77600734417098;[0.01664829999936046, 0.016825800001242897, 0.0161575999991328, 0.016841100001329323];24;4;0.04982450000170502;2.tif;mask.tiff;-0.14;left;['right'];0.5992475999992166;0;1.376;3.8325354999979027;66
5;S11;A;pre;1;59.77600734417098;[0.016674400001647882, 0.016967200001090532, 0.015609999998559942, 0.017956100000446895];96;4;0.05053330000009737;blank.tiff;mask.tiff;-0.14;a;['right'];0.9615555999989738;0;1.307;4.111777699999948;64
6;S11;A;pre;1;59.77600734417098;[0.01680290000149398, 0.016722699998354074, 0.016010500003176276, 0.016729699997085845];40;1;0.049462899998616194;2.tif;mask.tiff;-0.14;left;['right'];0.5221296999989136;0;1.296;3.65462540000226;18
7;S11;A;pre;1;59.77600734417098;[0.01717070000086096, 0.01641400000153226, 0.0169026000003214, 0.017310600000200793];54;2;0.05062720000205445;8.tif;mask.tiff;-0.14;right;['left'];0.53503450000062;1;0.953;3.35125859999971;40
8;S11;A;pre;1;59.77600734417098;[0.01627110000117682, 0.016408499999670312, 0.017138300001533935, 0.01738189999741735];75;5;0.050928699998621596;3.tif;mask.tiff;0.14;left;['right'];0.4805216999993718;0;1.569;3.897018699997716;85
9;S11;A;pre;1;59.77600734417098;[0.016422400000010384, 0.0157673000030627, 0.017186799999763025, 0.017332799998257542];80;1;0.05028690000108327;blank.tiff;mask.tiff;-0.14;a;['right'];0.5022411000027205;0;0.999;3.334761099999014;16
