;volume;subj_response;obj_response
0;-14.0;1;0
1;-14.25;1;1
2;-14.0;1;0
3;-14.25;1;1
4;-14.0;1;1
5;-13.75;1;0
6;-14.0;1;1
7;-13.75;1;0
8;-14.0;1;1
9;-13.75;1;0
10;-14.0;1;1
11;-13.75;1;0
12;-14.0;1;1
13;-13.75;1;1
14;-13.5;1;1
15;-13.25;1;0
16;-13.5;1;1
17;-13.25;1;1
18;-13.0;1;1
19;-12.75;1;1
20;-12.5;1;1
21;-12.25;1;0
22;-12.5;1;1
23;-12.25;1;1
24;-12.0;1;1
25;-11.75;1;1
26;-11.5;1;1
27;-11.25;1;1
28;-11.0;1;0
29;-11.25;1;1
30;-11.0;1;1
31;-10.75;1;0
32;-11.0;1;1
33;-10.75;1;1
34;-10.5;1;1
35;-10.25;1;0
36;-10.5;1;1
37;-10.25;0;0
38;-10.5;1;0
39;-10.75;1;1
40;-10.5;1;0
41;-10.75;1;0
42;-11.0;1;1
43;-10.75;1;1
44;-10.5;1;1
45;-10.25;1;1
46;-10.0;1;1
47;-9.75;1;1
48;-9.5;1;1
49;-9.25;1;1
50;-9.0;1;0
51;-9.25;1;1
52;-9.0;1;0
53;-9.25;1;1
54;-9.0;1;0
55;-9.25;1;1
56;-9.0;1;1
57;-8.75;1;1
58;-8.5;1;1
59;-8.25;1;1
60;-8.0;1;1
61;-7.75;1;0
62;-8.0;1;1
63;-7.75;1;1
64;-7.5;1;1
65;-7.25;1;1
66;-7.0;1;1
67;-6.75;1;1
68;-6.5;1;1
69;-6.25;1;1
70;-6.0;1;1
71;-5.75;1;1
72;-5.5;1;1
73;-5.25;1;1
74;-5.0;1;1
75;-4.75;1;1
76;-4.5;1;1
77;-4.25;1;1
78;-4.0;1;1
79;-3.75;1;0
80;-4.0;1;0
81;-4.25;1;0
82;-4.5;1;1
83;-4.25;0;0
84;-4.5;1;1
85;-4.25;1;0
86;-4.5;1;0
87;-4.75;0;0
88;-5.0;1;0
89;-5.25;1;0
90;-5.5;1;0
91;-5.75;1;1
92;-5.5;0;0
93;-5.75;1;1
94;-5.5;1;1
95;-5.25;0;0
96;-5.5;1;1
97;-5.25;1;1
98;-5.0;1;1
99;-4.75;1;0
100;-5.0;1;1
101;-4.75;1;1
102;-4.5;1;1
103;-4.25;0;0
104;-4.5;1;0
105;-4.75;1;0
106;-5.0;1;0
107;-5.25;1;0
108;-5.5;1;0
109;-5.75;1;1
110;-5.5;1;1
111;-5.25;1;1
112;-5.0;1;1
113;-4.75;1;1
114;-4.5;1;1
115;-4.25;1;0
116;-4.5;1;1
117;-4.25;1;1
118;-4.0;0;0
119;-4.25;1;1
120;-4.0;1;0
121;-4.25;1;0
122;-4.5;1;0
123;-4.75;1;0
124;-5.0;1;1
125;-4.75;1;1
126;-4.5;1;1
127;-4.25;1;1
128;-4.0;1;1
129;-3.75;1;1
130;-3.5;1;1
131;-3.25;1;0
132;-3.5;1;1
133;-3.25;1;0
134;-3.5;1;0
135;-3.75;1;0
136;-4.0;1;1
137;-3.75;1;1
138;-3.5;1;0
139;-3.75;1;1
140;-3.5;1;1
141;-3.25;1;1
142;-3.0;1;1
143;-2.75;1;1
144;-2.5;1;0
145;-2.75;1;1
146;-2.5;0;0
147;-2.75;1;1
148;-2.5;1;0
149;-2.75;1;0
150;-3.0;1;0
151;-3.25;1;1
152;-3.0;1;0
153;-3.25;1;1
154;-3.0;1;1
155;-2.75;1;0
156;-3.0;1;1
157;-2.75;1;1
158;-2.5;1;1
159;-2.25;1;1
160;-2.0;1;0
161;-2.25;1;1
162;-2.0;1;1
163;-1.75;1;1
164;-1.5;1;1
165;-1.25;1;0
166;-1.5;1;0
167;-1.75;1;1
168;-1.5;1;1
169;-1.25;1;0
170;-1.5;1;1
171;-1.25;1;1
172;-1.0;1;1
173;-0.75;1;0
174;-1.0;1;0
175;-1.25;1;1
176;-1.0;1;0
177;-1.25;1;1
178;-1.0;0;0
179;-1.25;1;1
180;-1.0;1;1
181;-0.75;1;1
182;-0.5;1;1
183;-0.25;1;0
184;-0.5;1;1
185;-0.25;1;1
186;0.0;1;0
187;-0.25;1;0
188;-0.5;1;1
189;-0.25;1;1
190;0.0;1;1
191;0.25;1;1
192;0.5;0;0
193;0.25;1;0
194;0.0;1;0
195;-0.25;1;0
196;-0.5;1;0
197;-0.75;1;1
198;-0.5;1;1
199;-0.25;1;0
