;null_trials;SOA;contrast;subj_response;obj_response
0;0;3;0.7;0;0
1;0;3;0.72;0;1
2;0;3;0.74;0;1
3;1;3;0.76;0;1
4;0;3;0.78;0;0
5;0;3;0.8;0;1
6;0;3;0.8200000000000001;0;1
7;0;3;0.8400000000000001;0;1
8;0;3;0.8600000000000001;1;1
9;0;3;0.8400000000000001;0;0
10;0;3;0.8600000000000001;1;1
11;0;3;0.8400000000000001;1;1
12;0;3;0.8200000000000001;0;0
13;0;3;0.8400000000000001;1;1
14;0;3;0.8200000000000001;1;1
15;0;3;0.8;1;1
16;0;3;0.78;1;1
17;0;3;0.76;0;1
18;0;3;0.78;1;1
19;0;3;0.76;1;1
20;1;3;0.74;0;1
21;0;3;0.76;1;1
22;0;3;0.74;1;1
23;0;3;0.72;1;1
24;0;3;0.7;1;1
25;0;3;0.6799999999999999;1;0
26;0;3;0.7;1;1
27;0;3;0.6799999999999999;1;1
28;0;3;0.6599999999999999;1;1
29;0;3;0.6399999999999999;1;1
30;0;3;0.6199999999999999;1;1
31;0;3;0.5999999999999999;0;1
32;0;3;0.6199999999999999;1;1
33;0;3;0.5999999999999999;0;1
34;1;3;0.6199999999999999;0;0
35;0;3;0.6399999999999999;0;0
36;0;3;0.6599999999999999;0;1
37;0;3;0.6799999999999999;1;1
38;0;3;0.6599999999999999;0;0
39;0;3;0.6799999999999999;0;1
40;0;3;0.7;1;1
41;0;3;0.6799999999999999;1;1
42;0;3;0.6599999999999999;0;1
43;0;3;0.6799999999999999;0;0
44;0;3;0.7;0;0
45;1;3;0.72;0;0
46;0;3;0.74;1;1
47;0;3;0.72;0;0
48;0;3;0.74;1;1
49;0;3;0.72;0;0
50;0;3;0.74;1;1
51;0;3;0.72;1;1
52;0;3;0.7;0;1
53;0;3;0.72;1;1
54;0;3;0.7;1;1
55;0;3;0.6799999999999999;0;0
56;0;3;0.7;0;1
57;0;3;0.72;0;1
58;0;3;0.74;1;1
59;0;3;0.72;1;1
60;0;3;0.7;1;1
61;0;3;0.6799999999999999;1;1
62;0;3;0.6599999999999999;1;1
63;0;3;0.6399999999999999;1;1
64;1;3;0.6199999999999999;0;0
65;0;3;0.6399999999999999;1;1
66;0;3;0.6199999999999999;1;1
67;0;3;0.5999999999999999;0;1
68;0;3;0.6199999999999999;1;1
69;0;3;0.5999999999999999;0;0
70;0;3;0.6199999999999999;1;1
71;0;3;0.5999999999999999;1;1
72;0;3;0.5799999999999998;1;1
73;0;3;0.5599999999999998;1;1
74;0;3;0.5399999999999998;1;1
75;0;3;0.5199999999999998;1;1
76;0;3;0.4999999999999998;1;1
77;0;3;0.47999999999999976;1;1
78;0;3;0.45999999999999974;1;1
79;0;3;0.4399999999999997;1;1
80;0;3;0.4199999999999997;1;1
81;0;3;0.3999999999999997;1;1
82;0;3;0.37999999999999967;1;1
83;0;3;0.35999999999999965;1;1
84;0;3;0.33999999999999964;0;0
85;0;3;0.35999999999999965;1;1
86;1;3;0.33999999999999964;0;0
87;1;3;0.35999999999999965;0;0
88;0;3;0.37999999999999967;1;1
89;0;3;0.35999999999999965;1;1
90;0;3;0.33999999999999964;1;1
91;0;3;0.3199999999999996;0;1
92;0;3;0.33999999999999964;1;1
93;0;3;0.3199999999999996;1;1
94;0;3;0.2999999999999996;1;1
95;0;3;0.2799999999999996;1;1
96;0;3;0.25999999999999956;1;1
97;0;3;0.23999999999999957;1;1
98;0;3;0.21999999999999958;1;1
99;0;3;0.1999999999999996;0;1
100;0;3;0.21999999999999958;1;1
101;0;3;0.1999999999999996;1;1
102;0;3;0.1799999999999996;1;1
103;0;3;0.15999999999999961;1;1
104;0;3;0.13999999999999962;0;1
105;0;3;0.15999999999999961;1;1
106;0;3;0.13999999999999962;0;0
107;0;3;0.15999999999999961;1;1
108;0;3;0.13999999999999962;0;1
109;0;3;0.15999999999999961;1;1
110;0;3;0.13999999999999962;1;1
111;0;3;0.11999999999999962;0;0
112;0;3;0.13999999999999962;1;1
113;0;3;0.11999999999999962;1;1
114;0;3;0.09999999999999962;1;1
115;0;3;0.07999999999999961;0;1
116;0;3;0.09999999999999962;1;1
117;0;3;0.07999999999999961;1;0
118;0;3;0.09999999999999962;1;1
119;0;3;0.07999999999999961;1;1
120;0;3;0.05999999999999961;1;1
121;0;3;0.039999999999999605;0;1
122;0;3;0.05999999999999961;1;1
123;0;3;0.039999999999999605;1;1
124;0;3;0.019999999999999605;0;1
125;0;3;0.039999999999999605;1;1
126;0;3;0.019999999999999605;0;1
127;0;3;0.039999999999999605;1;1
128;0;3;0.019999999999999605;1;1
129;0;3;-3.95516952522712e-16;1;1
130;0;3;-0.020000000000000396;1;1
131;0;3;-0.040000000000000396;1;1
132;0;3;-0.0600000000000004;0;1
133;0;3;-0.040000000000000396;1;1
134;0;3;-0.0600000000000004;1;1
135;0;3;-0.0800000000000004;1;1
136;0;3;-0.10000000000000041;1;1
137;0;3;-0.12000000000000041;0;0
138;0;3;-0.10000000000000041;1;1
139;0;3;-0.12000000000000041;0;1
140;0;3;-0.10000000000000041;1;1
141;0;3;-0.12000000000000041;1;1
142;0;3;-0.1400000000000004;0;1
143;0;3;-0.1200000000000004;0;0
144;1;3;-0.1000000000000004;0;1
145;0;3;-0.08000000000000039;1;1
146;0;3;-0.1000000000000004;0;1
147;0;3;-0.08000000000000039;0;1
148;0;3;-0.060000000000000386;0;0
149;0;3;-0.04000000000000038;0;1
150;0;3;-0.020000000000000382;1;1
151;0;3;-0.04000000000000038;1;1
152;0;3;-0.060000000000000386;0;1
153;1;3;-0.04000000000000038;0;1
154;0;3;-0.020000000000000382;1;1
155;0;3;-0.04000000000000038;0;0
156;0;3;-0.020000000000000382;1;1
157;0;3;-0.04000000000000038;0;0
158;0;3;-0.020000000000000382;0;0
159;0;3;-3.8163916471489756e-16;1;1
160;0;3;-0.020000000000000382;0;0
161;0;3;-3.8163916471489756e-16;1;1
162;0;3;-0.020000000000000382;0;1
163;0;3;-3.8163916471489756e-16;0;0
164;0;3;0.01999999999999962;0;0
165;0;3;0.03999999999999962;1;1
166;0;3;0.01999999999999962;0;0
167;0;3;0.03999999999999962;0;0
168;0;3;0.05999999999999962;1;1
169;0;3;0.03999999999999962;1;1
170;0;3;0.01999999999999962;1;1
171;0;3;-3.8163916471489756e-16;1;1
172;0;3;-0.020000000000000382;1;1
173;0;3;-0.04000000000000038;1;1
174;0;3;-0.060000000000000386;1;1
175;0;3;-0.08000000000000039;0;0
176;0;3;-0.060000000000000386;1;1
177;0;3;-0.08000000000000039;0;0
178;0;3;-0.060000000000000386;1;1
179;0;3;-0.08000000000000039;0;1
180;0;3;-0.060000000000000386;1;1
181;0;3;-0.08000000000000039;1;1
182;0;3;-0.1000000000000004;1;1
183;0;3;-0.1200000000000004;0;1
184;0;3;-0.1000000000000004;1;1
185;0;3;-0.1200000000000004;1;1
186;0;3;-0.1400000000000004;0;1
187;0;3;-0.1200000000000004;1;1
188;0;3;-0.1400000000000004;0;0
189;0;3;-0.1200000000000004;0;0
190;1;3;-0.1000000000000004;0;1
191;0;3;-0.08000000000000039;1;1
192;0;3;-0.1000000000000004;0;0
193;0;3;-0.08000000000000039;1;1
194;0;3;-0.1000000000000004;1;1
195;0;3;-0.1200000000000004;0;1
196;0;3;-0.1000000000000004;1;1
197;0;3;-0.1200000000000004;0;0
198;0;3;-0.1000000000000004;1;1
199;0;3;-0.1200000000000004;0;1
