;subject;stim;session;block;frame_rate;trial_nb;target;cor_ans;obj_rating;obj_RT;subj_rating;subj_RT
0;S11;A;pre;1;60.364893709518334;33;a;right;['right'];1.0537843000001885;1;1.95
1;S11;A;pre;1;60.364893709518334;22;a;right;['right'];0.9915101999995386;1;1.507
2;S11;A;pre;1;60.364893709518334;66;e;left;['left'];0.5100101000007271;1;2.373
3;S11;A;pre;1;60.364893709518334;77;e;left;['right'];2.4853124000001117;1;1.495
4;S11;A;pre;1;60.364893709518334;35;a;right;['left'];1.4686435000003257;1;1.107
5;S11;A;pre;1;60.364893709518334;17;a;right;['left'];0.46163220000016736;1;1.086
6;S11;A;pre;1;60.364893709518334;3;a;right;['right'];2.561206000000311;1;2.068
7;S11;A;pre;1;60.364893709518334;72;e;left;['left'];2.7061226999994688;1;0.993
8;S11;A;pre;1;60.364893709518334;54;e;left;['left'];0.5465712000004714;1;1.077
9;S11;A;pre;1;60.364893709518334;74;e;left;['right'];0.8458405999990646;1;1.376
10;S11;A;pre;1;60.364893709518334;70;e;left;['right'];0.6307606999998825;1;1.248
11;S11;A;pre;1;60.364893709518334;73;e;left;['right'];0.5812114000000292;1;2.41
12;S11;A;pre;1;60.364893709518334;18;a;right;['right'];1.438891899999362;1;1.541
13;S11;A;pre;1;60.364893709518334;48;e;left;['left'];0.3872375999999349;1;1.059
14;S11;A;pre;1;60.364893709518334;53;e;left;['right'];2.7225166999996873;1;2.196
15;S11;A;pre;1;60.364893709518334;65;e;left;['right'];0.4432570000008127;1;1.261
16;S11;A;pre;1;60.364893709518334;40;e;left;['right'];0.4265806999992492;1;2.948
17;S11;A;pre;1;60.364893709518334;7;a;right;['right'];2.448084200001176;1;1.057
18;S11;A;pre;1;60.364893709518334;93;noise;;['right'];0.44193040000027395;0;0.872
19;S11;A;pre;1;60.364893709518334;92;noise;;['right'];0.38040470000123605;0;0.702
20;S11;A;pre;1;60.364893709518334;43;e;left;['left'];0.18371529999967606;1;1.327
21;S11;A;pre;1;60.364893709518334;44;e;left;['right'];0.8880131999994774;1;1.015
22;S11;A;pre;1;60.364893709518334;85;noise;;['left'];1.80109320000156;0;0.854
23;S11;A;pre;1;60.364893709518334;30;a;right;['right'];2.886235099998885;1;0.726
24;S11;A;pre;1;60.364893709518334;6;a;right;['right'];0.5737583999998606;1;0.87
25;S11;A;pre;1;60.364893709518334;16;a;right;['left'];0.4524851000005583;1;0.845
