;volume;subj_response;obj_response
0;-14.0;1;0
1;-14.25;1;0
2;-14.5;1;1
3;-14.25;1;1
4;-14.0;1;1
5;-13.75;1;0
6;-14.0;1;1
7;-13.75;1;1
8;-13.5;1;1
9;-13.25;1;1
10;-13.0;1;0
11;-13.25;1;1
12;-13.0;1;1
13;-12.75;1;1
14;-12.5;1;1
15;-12.25;1;0
16;-12.5;1;1
17;-12.25;1;1
18;-12.0;1;0
19;-12.25;1;1
20;-12.0;1;1
21;-11.75;1;1
22;-11.5;1;1
23;-11.25;1;1
24;-11.0;1;1
25;-10.75;1;0
26;-11.0;1;1
27;-10.75;1;1
28;-10.5;1;1
29;-10.25;1;1
30;-10.0;1;1
31;-9.75;1;1
32;-9.5;1;1
33;-9.25;1;1
34;-9.0;1;1
35;-8.75;1;0
36;-9.0;1;1
37;-8.75;1;1
38;-8.5;1;1
39;-8.25;1;1
40;-8.0;1;1
41;-7.75;1;1
42;-7.5;1;1
43;-7.25;1;1
44;-7.0;1;1
45;-6.75;1;1
46;-6.5;1;1
47;-6.25;1;1
48;-6.0;1;0
49;-6.25;1;1
50;-6.0;1;1
51;-5.75;1;1
52;-5.5;1;1
53;-5.25;1;1
54;-5.0;1;1
55;-4.75;1;1
56;-4.5;1;1
57;-4.25;1;1
58;-4.0;1;1
59;-3.75;1;1
60;-3.5;1;1
61;-3.25;1;1
62;-3.0;1;0
63;-3.25;1;0
64;-3.5;0;0
65;-3.75;1;1
66;-3.5;1;1
67;-3.25;1;1
68;-3.0;1;1
69;-2.75;1;1
70;-2.5;1;1
71;-2.25;1;0
72;-2.5;1;1
73;-2.25;1;1
74;-2.0;1;1
75;-1.75;0;0
76;-2.0;1;0
77;-2.25;1;1
78;-2.0;1;1
79;-1.75;0;1
80;-2.0;0;0
81;-2.25;0;0
82;-2.5;1;1
83;-2.25;1;0
84;-2.5;1;1
85;-2.25;0;0
86;-2.5;1;0
87;-2.75;0;0
88;-3.0;1;1
89;-2.75;1;1
90;-2.5;1;1
91;-2.25;1;1
92;-2.0;1;1
93;-1.75;1;1
94;-1.5;1;1
95;-1.25;1;1
96;-1.0;0;1
97;-1.25;0;1
98;-1.5;1;1
99;-1.25;1;1
100;-1.0;1;0
101;-1.25;1;1
102;-1.0;1;1
103;-0.75;1;1
104;-0.5;1;1
105;-0.25;1;1
106;0.0;1;1
107;0.25;0;0
108;0.0;0;0
109;-0.25;1;1
110;0.0;0;0
111;-0.25;0;1
112;-0.5;1;0
113;-0.75;0;0
114;-1.0;1;1
115;-0.75;1;1
116;-0.5;1;1
117;-0.25;1;1
118;0.0;1;1
119;0.25;1;1
120;0.5;0;1
121;0.25;1;0
122;0.0;1;0
123;-0.25;0;0
124;-0.5;1;0
125;-0.75;0;0
126;-1.0;1;1
127;-0.75;1;1
128;-0.5;1;0
129;-0.75;1;1
130;-0.5;1;0
131;-0.75;1;1
132;-0.5;1;1
133;-0.25;1;0
134;-0.5;1;1
135;-0.25;1;1
136;0.0;1;0
137;-0.25;1;1
138;0.0;1;0
139;-0.25;1;0
140;-0.5;1;1
141;-0.25;1;1
142;0.0;0;1
143;-0.25;1;1
144;0.0;1;1
145;0.25;1;1
146;0.5;1;1
147;0.75;0;1
148;0.5;0;1
149;0.25;1;1
150;0.5;0;1
151;0.25;1;1
152;0.5;1;1
153;0.75;1;1
154;1.0;0;0
155;0.75;1;1
156;1.0;0;0
157;0.75;0;1
158;0.5;1;0
159;0.25;1;0
160;0.0;1;1
161;0.25;1;1
162;0.5;1;1
163;0.75;1;1
164;1.0;1;0
165;0.75;0;1
166;0.5;1;0
167;0.25;0;0
168;0.0;1;0
169;-0.25;1;1
170;0.0;1;1
171;0.25;1;1
172;0.5;1;1
173;0.75;1;1
174;1.0;1;1
175;1.25;1;1
176;1.5;0;1
177;1.25;1;1
178;1.5;1;1
179;1.75;0;1
180;1.5;1;0
181;1.25;0;1
182;1.0;0;0
183;0.75;1;0
184;0.5;1;0
185;0.25;1;1
186;0.5;1;0
187;0.25;1;1
188;0.5;1;1
189;0.75;1;1
190;1.0;1;1
191;1.25;1;1
192;1.5;0;0
193;1.25;0;1
194;1.0;1;1
195;1.25;1;1
196;1.5;1;0
197;1.25;1;1
198;1.5;0;0
199;1.25;1;1
