;volume;subj_response;obj_response
0;-14.0;0;0
1;-14.25;1;1
2;-14.0;1;0
3;-14.25;1;1
4;-14.0;1;1
5;-13.75;1;0
6;-14.0;1;0
7;-14.25;1;1
8;-14.0;0;0
9;-14.25;1;1
10;-14.0;1;1
11;-13.75;1;1
12;-13.5;1;1
13;-13.25;1;1
14;-13.0;1;1
15;-12.75;1;0
16;-13.0;1;1
17;-12.75;1;1
18;-12.5;1;1
19;-12.25;1;1
20;-12.0;1;1
21;-11.75;1;1
22;-11.5;1;1
23;-11.25;1;0
24;-11.5;1;1
25;-11.25;1;1
26;-11.0;1;1
27;-10.75;1;0
28;-11.0;1;1
29;-10.75;1;1
30;-10.5;1;1
31;-10.25;1;1
32;-10.0;1;1
33;-9.75;1;1
34;-9.5;1;1
35;-9.25;0;0
36;-9.5;1;1
37;-9.25;1;1
38;-9.0;1;0
39;-9.25;1;1
40;-9.0;1;1
41;-8.75;1;1
42;-8.5;1;1
43;-8.25;1;1
44;-8.0;1;1
45;-7.75;1;0
46;-8.0;1;1
47;-7.75;1;1
48;-7.5;1;1
49;-7.25;1;1
50;-7.0;1;1
51;-6.75;1;1
52;-6.5;0;0
53;-6.75;1;1
54;-6.5;1;1
55;-6.25;1;1
56;-6.0;1;1
57;-5.75;1;1
58;-5.5;1;1
59;-5.25;1;1
60;-5.0;1;1
61;-4.75;1;1
62;-4.5;1;1
63;-4.25;1;1
64;-4.0;1;1
65;-3.75;1;1
66;-3.5;1;1
67;-3.25;0;0
68;-3.5;1;0
69;-3.75;1;1
70;-3.5;1;1
71;-3.25;1;1
72;-3.0;0;0
73;-3.25;1;1
74;-3.0;1;1
75;-2.75;0;0
76;-3.0;1;1
77;-2.75;1;1
78;-2.5;1;1
79;-2.25;1;1
80;-2.0;1;0
81;-2.25;1;1
82;-2.0;1;1
83;-1.75;1;1
84;-1.5;1;1
85;-1.25;1;1
86;-1.0;1;1
87;-0.75;1;1
88;-0.5;1;1
89;-0.25;1;1
90;0.0;1;1
91;0.25;1;1
92;0.5;0;0
93;0.25;1;0
94;0.0;1;1
95;0.25;0;1
96;0.0;1;1
97;0.25;1;0
98;0.0;1;1
99;0.25;1;1
100;0.5;1;1
101;0.75;0;0
102;0.5;1;0
103;0.25;1;1
104;0.5;1;1
105;0.75;0;0
106;0.5;1;1
107;0.75;1;0
108;0.5;0;0
109;0.25;1;0
110;0.0;1;1
111;0.25;1;1
112;0.5;1;1
113;0.75;1;1
114;1.0;1;1
115;1.25;1;1
116;1.5;1;1
117;1.75;1;1
118;2.0;1;1
119;2.25;1;1
120;2.5;0;0
121;2.25;1;1
122;2.5;0;1
123;2.25;1;1
124;2.5;0;1
125;2.25;1;1
126;2.5;1;1
127;2.75;1;1
128;3.0;0;0
129;2.75;0;1
130;2.5;0;1
131;2.25;1;0
132;2.0;1;1
133;2.25;0;1
134;2.0;0;0
135;1.75;1;0
136;1.5;1;0
137;1.25;1;1
138;1.5;1;0
139;1.25;1;1
140;1.5;1;1
141;1.75;1;0
142;1.5;0;1
143;1.25;0;1
144;1.0;0;1
145;0.75;1;1
146;1.0;1;0
147;0.75;0;0
148;0.5;1;1
149;0.75;1;1
150;1.0;1;1
151;1.25;1;0
152;1.0;0;0
153;0.75;1;0
154;0.5;1;1
155;0.75;1;1
156;1.0;0;1
157;0.75;1;1
158;1.0;1;0
159;0.75;1;1
160;1.0;1;0
161;0.75;1;1
162;1.0;1;0
163;0.75;1;1
164;1.0;1;0
165;0.75;0;1
166;0.5;1;1
167;0.75;1;0
168;0.5;1;0
169;0.25;0;1
170;0.0;1;1
171;0.25;0;1
172;0.0;0;0
173;-0.25;1;1
174;0.0;0;1
175;-0.25;0;0
176;-0.5;0;1
177;-0.75;1;1
178;-0.5;1;1
179;-0.25;1;1
180;0.0;1;0
181;-0.25;1;1
182;0.0;1;1
183;0.25;1;1
184;0.5;1;1
185;0.75;0;0
186;0.5;1;0
187;0.25;1;1
188;0.5;1;1
189;0.75;1;0
190;0.5;0;1
191;0.25;1;0
192;0.0;1;1
193;0.25;1;0
194;0.0;1;1
195;0.25;1;1
196;0.5;1;0
197;0.25;1;1
198;0.5;1;1
199;0.75;1;1
