;subject;stim;session;block;frame_rate;trial_nb;target;cor_ans;obj_rating;obj_RT;subj_rating;subj_RT
0;S04;A;pre;1;59.94344934496191;86;noise;;['left'];3.9216963999788277;0;1.79
1;S04;A;pre;1;59.94344934496191;59;e;left;['right'];0.9419326999923214;1;1.907
2;S04;A;pre;1;59.94344934496191;9;a;right;['right'];1.676362700003665;0;1.153
3;S04;A;pre;1;59.94344934496191;56;e;left;['right'];0.6752348000009079;1;1.055
4;S04;A;pre;1;59.94344934496191;81;noise;;['left'];1.1833037000033073;0;1.197
5;S04;A;pre;1;59.94344934496191;0;a;right;['left'];1.9552054000087082;0;1.326
6;S04;A;pre;1;59.94344934496191;20;a;right;['right'];0.4979165999975521;1;1.107
7;S04;A;pre;1;59.94344934496191;54;e;left;['left'];0.9156888000143226;0;3.544
8;S04;A;pre;1;59.94344934496191;11;a;right;['right'];0.5991992000199389;1;0.96
9;S04;A;pre;1;59.94344934496191;98;noise;;['right'];1.594796999997925;0;0.751
10;S04;A;pre;1;59.94344934496191;22;a;right;['right'];0.4862620999920182;1;0.849
11;S04;A;pre;1;59.94344934496191;37;a;right;['right'];0.7087768000201322;1;2.968
12;S04;A;pre;1;59.94344934496191;66;e;left;['right'];0.48082709999289364;1;0.744
13;S04;A;pre;1;59.94344934496191;77;e;left;['left'];0.5488167000003159;1;0.76
14;S04;A;pre;1;59.94344934496191;24;a;right;['right'];0.8111091000027955;0;1.635
15;S04;A;pre;1;59.94344934496191;53;e;left;['left'];0.7165776000183541;1;0.88
16;S04;A;pre;1;59.94344934496191;83;noise;;['right'];1.3861358000140171;0;1.761
17;S04;A;pre;1;59.94344934496191;4;a;right;['right'];0.29764949998934753;1;0.997
18;S04;A;pre;1;59.94344934496191;10;a;right;['right'];0.4432256000000052;1;0.994
19;S04;A;pre;1;59.94344934496191;43;e;left;['right'];0.311851900012698;1;1.976
20;S04;A;pre;1;59.94344934496191;19;a;right;['left'];0.88217430000077;0;0.992
21;S04;A;pre;1;59.94344934496191;39;a;right;['right'];0.8820526000054087;0;2.74
22;S04;A;pre;1;59.94344934496191;7;a;right;['right'];0.5078202000004239;0;0.834
23;S04;A;pre;1;59.94344934496191;79;e;left;['left'];0.4620708000147715;1;0.832
24;S04;A;pre;1;59.94344934496191;25;a;right;['right'];0.4466463999997359;1;0.868
25;S04;A;pre;1;59.94344934496191;67;e;left;['left'];0.5433522999810521;1;1.075
26;S04;A;pre;1;59.94344934496191;14;a;right;['right'];0.2935636999900453;1;1.109
27;S04;A;pre;1;59.94344934496191;36;a;right;['right'];0.755150400014827;0;0.93
28;S04;A;pre;1;59.94344934496191;55;e;left;['left'];0.5769993000139948;1;1.45
29;S04;A;pre;1;59.94344934496191;3;a;right;['right'];0.34964319999562576;1;2.553
30;S04;A;pre;1;59.94344934496191;45;e;left;['right'];1.3815161999955308;0;1.768
31;S04;A;pre;1;59.94344934496191;32;a;right;['left'];0.2945643000130076;0;1.908
32;S04;A;pre;1;59.94344934496191;2;a;right;['right'];0.2877524000068661;1;0.671
33;S04;A;pre;1;59.94344934496191;69;e;left;['left'];0.4152975000033621;1;0.912
34;S04;A;pre;1;59.94344934496191;82;noise;;['right'];1.285702199995285;0;0.974
35;S04;A;pre;1;59.94344934496191;80;noise;;['left'];0.9017869999806862;0;0.922
36;S04;A;pre;1;59.94344934496191;42;e;left;['right'];0.5903646999795455;1;1.04
37;S04;A;pre;1;59.94344934496191;64;e;left;['left'];0.5524399999994785;1;0.761
38;S04;A;pre;1;59.94344934496191;87;noise;;['left'];1.819559700001264;0;0.786
39;S04;A;pre;1;59.94344934496191;48;e;left;['left'];0.5726778999960516;1;0.683
40;S04;A;pre;1;59.94344934496191;44;e;left;['right'];0.4449476999870967;1;0.794
41;S04;A;pre;1;59.94344934496191;17;a;right;['right'];0.46994330000597984;1;2.477
42;S04;A;pre;1;59.94344934496191;70;e;left;['right'];0.41261699999449775;1;3.326
43;S04;A;pre;1;59.94344934496191;95;noise;;['left'];0.7502070000045933;0;0.956
44;S04;A;pre;1;59.94344934496191;27;a;right;['right'];0.46335370000451803;1;1.184
45;S04;A;pre;1;59.94344934496191;78;e;left;['left'];0.5033582999894861;1;0.709
46;S04;A;pre;1;59.94344934496191;23;a;right;['right'];0.5177847000013571;0;2.516
47;S04;A;pre;1;59.94344934496191;84;noise;;['left'];0.9684112000104506;0;1.023
48;S04;A;pre;1;59.94344934496191;6;a;right;['right'];0.44884779999847524;1;0.782
