wSMI_1,wSMI_2,wSMI_4,wSMI_8,p_e_1,p_e_2,p_e_4,p_e_8,k,se,msf,sef90,sef95,b,b_n,g,g_n,ft,ft_n,t,t_n,d,d_n,a_n,a,CNV,P1,P3a,P3b
0.03411120525506175,0.04051810826251066,0.039651484646012515,0.028965697687997023,0.03438975992491087,0.03241274892818926,0.030373410747564843,0.033710796428062,0.03508337145601815,0.027316021049898213,0.035497581361232516,0.02549706453241255,0.02551704270909092,0.02909774459144555,0.030896886430135013,0.032350129194994456,0.02824683992709983,0.03181889703385443,0.02851053023471254,0.02960699769959666,0.03748867083604333,0.03136232291215256,0.03424103106007193,0.029357963390448084,0.034476486027945216,0.05485116168663615,0.0350478077487439,0.06732433137679875,0.04227790686036043
0.03297327287241438,0.040665521679017276,0.03960911462774301,0.02935678025814035,0.03280247773638618,0.03177194205226168,0.031231740134580948,0.03427397988939351,0.0353619104193726,0.026811142127860278,0.03520611959265282,0.026195805246069126,0.02535875976343796,0.030193756576107907,0.029792262333430297,0.03230333448556467,0.02798192711292912,0.030409934721939137,0.02964904345002046,0.030288679800240876,0.03795402367430557,0.031625026512246766,0.03477963890110579,0.029424582144015377,0.034427597833908315,0.05602084370050399,0.03451210923796756,0.06734990399188177,0.04166876912450224
0.03365702528789788,0.04119886464065572,0.038562577110754635,0.028909500527689445,0.032941772239984166,0.03232368533934711,0.030925613805112932,0.03349018180612832,0.034778502452893226,0.02759322334819491,0.03567110798698743,0.026678875514941407,0.025722485908328367,0.029845107862243276,0.029811503343626266,0.032279981990068464,0.028059901169366408,0.030269093623402254,0.029303782588094497,0.030345418457302507,0.03789457573314342,0.032197374977869106,0.03474530341677691,0.029340715080542912,0.03395407933552245,0.055521504909502487,0.03492280897513878,0.06768911388966323,0.0413663186788215
0.03316103853694511,0.04005238497815369,0.03878822081547823,0.02909547940252615,0.03284916949266691,0.0322461384168125,0.03106756990965215,0.0341254812049673,0.03577780820250075,0.026702927935159597,0.035974619536673094,0.02625472268698715,0.025535690146555313,0.029428521825613285,0.030508875416735554,0.03205650798069956,0.028173902721166676,0.03091966554142237,0.0286505751942855,0.030488547116903603,0.03715946070919165,0.03189183236854805,0.0346644931303258,0.029039248794131205,0.03469183868243115,0.05568125783291511,0.03486170808458982,0.06863074539006926,0.04152156794589349
0.033494357348895616,0.03985013484405238,0.03931386912888428,0.029020719035038074,0.033635794320017856,0.031257604553174986,0.030950529446255277,0.033695646750590794,0.03529518936235792,0.026659958111299824,0.0355347157135945,0.026124851175218705,0.025040676255431243,0.029394501720498477,0.030251943476170808,0.03243737982078961,0.028577953895046537,0.03228347938783395,0.028780119627843846,0.030614774489300584,0.03791300278760891,0.031616341675398486,0.035230317224146775,0.029951334745900494,0.03358839739771541,0.05584703724251552,0.034811583235559954,0.0674205534279924,0.04140723380086678
0.032949746437881386,0.03980221569002668,0.03968015389224312,0.030019667248160548,0.033097562512722944,0.03152792143057011,0.030852096347989015,0.03344532888952717,0.035078572157687775,0.02673435949002804,0.035605997925693064,0.026275753334432727,0.025307252963437703,0.03008382782317614,0.030229936207389153,0.03259330646932125,0.0286329394446041,0.030976506611647914,0.029296411375567717,0.030634307299356567,0.037657533487715736,0.0318078678218844,0.034247855422591025,0.029159008830594225,0.034112638154561614,0.05562402249107838,0.03440503891053426,0.06857928043521441,0.04158289089436278
0.03422589186992689,0.04003661758407409,0.03885245902527382,0.029511144456880228,0.03323917586669474,0.03152917017929437,0.031130226690215958,0.03286037578634668,0.03486665920924896,0.02622485775453619,0.03548571623605977,0.026362837009292754,0.025587796095602154,0.03048785797275656,0.0310639855159666,0.03233010955720997,0.028413331949171526,0.030168087819870182,0.028948607242475978,0.02936705458660869,0.03720943378918127,0.03068217504941887,0.03486353433022027,0.029708308983117916,0.03497785968915025,0.05591617828978227,0.03523440198648193,0.06823195898148707,0.04248418649365407
0.03353062460040023,0.040299429763562065,0.03894796142694915,0.03011236382235575,0.032186053612013196,0.03164578711042428,0.03128394640369944,0.03291713340072274,0.03579936020296496,0.027183805030516685,0.03504168024942249,0.026217188437708972,0.02523134538253665,0.030209977914085567,0.03016732512998971,0.03310861573084996,0.027515852735367507,0.030597531868532136,0.029307698539860823,0.029780134667113746,0.03815474412279739,0.030663030619653885,0.03523381182165135,0.029729394792550136,0.03571618944725034,0.05511785347763855,0.034306758718086125,0.06882554193837367,0.041168859032922465
0.03386287759895566,0.04043641764251173,0.03912973760995027,0.02935938948031553,0.03290828868726474,0.03205115399329335,0.03096804686539522,0.03364377588572208,0.03480135233174925,0.02649646278683985,0.03614564197846484,0.025965602239025786,0.025726249789950785,0.029671765890111928,0.030493261838268993,0.03297689961167641,0.028128541785523375,0.030954153861611995,0.029194634025952078,0.029284751852577128,0.036578805460011,0.03250390199701077,0.03490310070383817,0.029511691838412374,0.03355752839309356,0.055483260896274124,0.034259845131438024,0.06871637241908954,0.04228648740567145
0.032949038567543804,0.0407372921858964,0.039730668497074635,0.028408815767283612,0.03382899089667045,0.031258179968915306,0.031022225884958517,0.03350031377434619,0.03535677037256411,0.026408398411442397,0.03588437458254044,0.02604414575201715,0.02606782076166273,0.029610869925033173,0.030142370168724293,0.032223947618442994,0.028013125486496877,0.030893264372524515,0.029553814498957054,0.030333745641993138,0.03768350607434802,0.03226250754959043,0.03508343393316754,0.029586001932606708,0.03418534851002576,0.05491439790460891,0.0347049652679317,0.06797429106792732,0.04163737462470575
