wSMI_1,wSMI_2,wSMI_4,wSMI_8,p_e_1,p_e_2,p_e_4,p_e_8,k,se,msf,sef90,sef95,b,b_n,g,g_n,ft,ft_n,t,t_n,d,d_n,a_n,a,CNV,P1,P3a,P3b
0.03768041226132644,0.038166080929615,0.0376296792218988,0.03559521890682862,0.036209615059070416,0.03658973466926947,0.035159586621063124,0.03921511571529764,0.031130421514504653,0.030175726781969902,0.029427332021911095,0.02998264214433652,0.03177288280246658,0.03147240875104233,0.03141393255438012,0.0350513536133343,0.030071217570452845,0.03464623440757697,0.03874035629952622,0.03214801699496853,0.03190445923463754,0.036250496846302535,0.034966596153506474,0.036415307161879684,0.03582585045888166,0.03243012928108311,0.03441248494286482,0.038537845283565554,0.03697886179643896
0.03804492747265162,0.03917165551714514,0.03786892315261516,0.03615117641527641,0.03335166963683071,0.03153006718788918,0.034103751291999065,0.036436817235267,0.03179264439750226,0.03156462208602273,0.028914041267186986,0.031436911033371526,0.033964967796425584,0.03213503836566641,0.03479716535154374,0.03177601145664292,0.029211482050451466,0.036311818293674504,0.03212384938209855,0.03418959949728798,0.03018233512731685,0.032872527829721734,0.02960163687950821,0.034816586957012154,0.036733358500528314,0.03548755119705034,0.04266808347000034,0.04111199753249519,0.04164878361881795
0.036092533312955956,0.04245718467967412,0.03773690716215632,0.035391182740349005,0.035817325616419995,0.03156001130212656,0.0347909370682158,0.033388532618019495,0.03271801453772176,0.027862322912012773,0.028757096138756204,0.0301310971851646,0.03134534903144118,0.0349953508047399,0.03045550281337866,0.03652781536217886,0.03205061396376707,0.037093964220982475,0.03746196137030362,0.03345459936922352,0.03077830036390041,0.03365760554263436,0.032736999498850276,0.036147155779688925,0.03544007125092717,0.03923386757427167,0.03601949690611248,0.037841105167286664,0.03805709570674012
0.03473602667925195,0.037488495526207574,0.03610451799996506,0.035082494170439196,0.03619383446535429,0.03210786050697097,0.0340849546968853,0.03753279484505491,0.03426550224855039,0.028286769273873545,0.02947592715826327,0.030626706527308072,0.030641405091142642,0.037901036550818244,0.033825674700451294,0.03237136695395085,0.03167548238638168,0.03769145921051236,0.03661920478307244,0.03382244281400597,0.03240916738915451,0.031972465043265744,0.0336843567190603,0.035484414929934496,0.034400162102029154,0.04196863871570215,0.03596993680585634,0.035374220692187916,0.03820268101434936
0.035863482745858224,0.04023004882917962,0.04304113062369284,0.03398908289899285,0.03597912053496329,0.03476327428925548,0.03340982538620324,0.03478468663664134,0.033462527951620434,0.03194896658859712,0.029553104466038087,0.030369721525384513,0.03204948342870435,0.030927017148460068,0.030566578238413522,0.030933111842827522,0.030468420595707774,0.0349240858197607,0.03353234309800964,0.03407022989761745,0.03141941464662058,0.03397061004287666,0.03242450039999202,0.03413838149313001,0.039256190016783085,0.037331079028058024,0.03805936091099315,0.03428691609656426,0.04424730481905411
0.03566897962460372,0.03629180975890952,0.03948306348275835,0.038911060890246485,0.03671721854222769,0.03434946058089262,0.03369349040924682,0.034206798312084806,0.03546094097886145,0.028621583827942935,0.028444670731312433,0.027017090822980743,0.028734086389290446,0.036789763543399204,0.03472168908432722,0.030439516428573142,0.02853479516234956,0.0391004243218865,0.0359526374071362,0.03107864463461769,0.03203386188838532,0.032076667348517156,0.03531277926370652,0.038744809311580655,0.035574434937912194,0.04117989658624373,0.03628959840377277,0.036531095098331474,0.038039132227902776
0.03709965882219236,0.0394090223755019,0.03800200737291339,0.03290462527902496,0.03488959722184289,0.03392048904668516,0.03462531269454565,0.03619685151439021,0.032428208130034254,0.030163881286803133,0.029277207894775246,0.031027427070795716,0.0294025406296473,0.0341489647399001,0.03550902806093248,0.035223363211769984,0.03189285178780203,0.033800998510397674,0.03660575546957762,0.03184127137589975,0.03071357423279756,0.03571040725420092,0.034994081250675046,0.03234336466619973,0.03389485873663263,0.0383025959300987,0.03812521798189866,0.03677497339920887,0.0407718640528562
0.03684678637092883,0.03901918130574845,0.03698235399011401,0.03566129017982239,0.03526701542652476,0.034174604440266,0.03227749237398008,0.0334066233716917,0.03084066936085411,0.03230910113638004,0.03001775029213894,0.03257947541329821,0.032788755155034974,0.033976886439329376,0.03296551596676732,0.03151661787452856,0.031137500173044636,0.03797368793416654,0.03443278865588521,0.03241448592394587,0.031296637341031705,0.0337239591429553,0.03491986193373017,0.03634402917255096,0.03181523162293952,0.03819315195039741,0.04127712852485866,0.03735369634973657,0.03848772217734967
0.035294764733501405,0.03535735242904063,0.03568055171427385,0.03622366986562913,0.03513677654731347,0.03249381648129014,0.03638677927643722,0.03802782833532698,0.03263607031830776,0.030742664737745118,0.02986267695559457,0.029562231387345934,0.03150605222024791,0.03195450907253907,0.03404482378971203,0.031713349847047115,0.0341226035278017,0.03524950467145256,0.03539132458420199,0.03327987772322012,0.03283836574288719,0.03451469417266735,0.036797988757131285,0.03522219421998557,0.03562790916181911,0.03934482542662407,0.03549974535729188,0.03878920636703286,0.036697842576531976
0.041032533050501765,0.036483088775953465,0.033736917036259154,0.03738045772696506,0.033139494579002414,0.03241666442894311,0.03192151981595952,0.034961630811976244,0.031028241528416378,0.028821222221570113,0.02994900658349491,0.029856283344035728,0.03453120764728328,0.03288575971639548,0.03292684730929057,0.035373744655929296,0.03388238924377912,0.03512131557219984,0.037966706079289855,0.030399328035687713,0.030871349676032733,0.031392226847189564,0.03445215505691217,0.03722659929660753,0.03317784331526451,0.036533829530406556,0.037693792451350336,0.04177516094487327,0.043062684718430326
