wSMI_1,wSMI_2,wSMI_4,wSMI_8,p_e_1,p_e_2,p_e_4,p_e_8,k,se,msf,sef90,sef95,b,b_n,g,g_n,ft,ft_n,t,t_n,d,d_n,a_n,a,CNV,P1,P3a,P3b
0.03772500879141681,0.040375417549496175,0.043510530317841925,0.03619275543680915,0.03153730277067522,0.033611083099151805,0.032532061014697064,0.036551260469149825,0.0377401486815269,0.03195052717576524,0.031629036143035014,0.030350267297587424,0.029274462610666425,0.03311783862879884,0.034554649197538354,0.03707915411579007,0.030385486393924993,0.031647338596828625,0.03349096889958093,0.030661966635621474,0.03367695288956371,0.03207072756589528,0.03573091076957219,0.03644317657531711,0.036612748400573616,0.03530450361096158,0.03626166590507087,0.03359380998714398,0.03638824046999939
0.03951418493928749,0.03887351185495955,0.0482821914543743,0.03418322884652595,0.03462189652963628,0.03205973083283388,0.033275420302010986,0.03656361869406159,0.033770270488011796,0.029073336280153315,0.030364459178842416,0.02896350862698286,0.028045791459587844,0.03667055953759939,0.032604843312801335,0.03161541758360345,0.0312949968715289,0.03853558312122361,0.03479384093898559,0.032247957147455916,0.03172644535335602,0.031178498013711965,0.031054307067285077,0.033839727287676355,0.03788664560339074,0.03709586455844783,0.039963582266938635,0.03553096152977288,0.03636962031895405
0.04165999306625979,0.03682865938118309,0.040197807362785234,0.03666577732799613,0.03223819388128788,0.03266030173700492,0.03328847928859205,0.04021991399566588,0.03180639941027934,0.03019442969879918,0.030975965634788948,0.031155131802874804,0.030974138079392498,0.033176350193642144,0.03169558473587801,0.03667083589480707,0.032905679252038626,0.03413994545426519,0.03310639939767868,0.030636281933470823,0.03387289049954109,0.030920130968837188,0.03524890977366661,0.03747226802093063,0.038400531845393424,0.03512735449820277,0.03405911247019365,0.03615713780897621,0.037545396585568054
0.03696180987867621,0.03575722680756902,0.038909128110601175,0.0331493621777792,0.03269459049165839,0.034718668321067174,0.034613044480326566,0.03377862744993165,0.033355704494318676,0.031128706056300685,0.028383090939154327,0.029629879455111235,0.033388990723747576,0.03483790989224391,0.030989124405919832,0.03501074863295624,0.03253148743498692,0.03554178785092944,0.03312335999661827,0.03214768454796597,0.030248810402470534,0.031174673072473576,0.03184435892646515,0.03374051266979902,0.038830057465375455,0.0435916171646132,0.03705215680957873,0.0390268379993915,0.043840043341970406
0.03749266185316892,0.038121093299256746,0.0425778088538754,0.03449977496603849,0.034524508649314264,0.03636753916978089,0.03433765646503276,0.03430588796972681,0.03402472118989895,0.02926229508996474,0.032171756668253296,0.027996394981939798,0.027286807899219823,0.03434604499379933,0.03296999571361938,0.03371382236608533,0.030106037440189394,0.04295672382624678,0.04036117542532719,0.029306801626948143,0.030985135722675923,0.030593767429371477,0.032548698891603126,0.03503224760958777,0.032364229360744325,0.03428322757426928,0.041634135171588614,0.041997343673357064,0.03383170611911604
0.03979351230515852,0.03986219346086034,0.040481652366070285,0.032917239073546475,0.03431945377979241,0.03246739626030924,0.031213603888395537,0.03387330509919189,0.037301511070036576,0.028825824810751844,0.029831319668046634,0.029722094283235696,0.028902539302147263,0.03429354672107556,0.03207806342679053,0.03446907273669604,0.03230721277968191,0.03744826874160826,0.03611363379721732,0.03204479707003344,0.02917989327166593,0.037495141661481934,0.03911699728230951,0.032694521282444725,0.03403201470065466,0.03427986850118572,0.0401223310177017,0.03480004740476809,0.040012944237141954
0.042867807468014676,0.037388178715316744,0.04071293194166309,0.032814738408307086,0.03279436509813304,0.03090148637929917,0.03396168698924071,0.03762431322665611,0.030152039528242545,0.031172386249948135,0.031447818873848725,0.029258912016075483,0.0314153215857825,0.035614263644980416,0.03597536584979426,0.03293165992397755,0.03228500324962478,0.03842533060763796,0.03513932956017997,0.03203698248825105,0.03560140413964089,0.03340672821926248,0.0352210781191306,0.0330935020722245,0.03596139504208183,0.03369327560597784,0.035666786944317706,0.033033974482254105,0.03940193357013599
0.035242163115671646,0.03901440022672088,0.03634310953279471,0.03626716708421137,0.03565265299468036,0.03542070669036636,0.03405879859299226,0.03316217559187397,0.03228189974864627,0.03417719841927983,0.0317835435007489,0.03014857663390893,0.03248729797234202,0.03664048796214562,0.033875459806758615,0.03630222516907313,0.03173563376664739,0.03543012212004047,0.0351173738544285,0.03011124677838343,0.03254226802936354,0.031414479859294867,0.03103776785034288,0.0359346540808974,0.037414732446141206,0.03725261944949618,0.03526844144960911,0.034312416055034316,0.03957038121810584
0.03809709097038329,0.0416535595728365,0.04169939854789636,0.03309349997780073,0.03223576779452983,0.03343719863828171,0.03308055170428858,0.040406393053347464,0.029566485968477423,0.03192009790669616,0.0318782200214051,0.02830101706233081,0.027582638407601546,0.034372048630599,0.03150516550245199,0.03217320229395547,0.03203179713733636,0.03588711658606886,0.036289113465892926,0.030430627885146288,0.0306078361057175,0.03226010031827817,0.033933446339667925,0.03241416767181595,0.03757257849545672,0.0388649641312587,0.041193215451187294,0.037569156729758246,0.039943543629533076
0.037787993210032504,0.03343586006976665,0.037509717037519305,0.03468391239527781,0.032490178910315436,0.03371629442607966,0.032650175713276997,0.03696101798365226,0.03219977604139084,0.029472684611831206,0.03260885427342461,0.03053141840101032,0.030293075209880848,0.038075027258387587,0.03264809510636257,0.03343625180695455,0.03676551765399327,0.03753604779747042,0.03981552040409263,0.030166813857039974,0.03283561033717789,0.030729240992885397,0.035558084152116046,0.035238194384081975,0.03658863417131728,0.03556110047443363,0.038752338748680296,0.03338750307235818,0.038565061499189875
