;volume;subj_response;obj_response
0;-14.0;1;1
1;-13.75;1;1
2;-13.5;1;1
3;-13.25;1;1
4;-13.0;1;0
5;-13.25;1;1
6;-13.0;1;0
7;-13.25;1;0
8;-13.5;1;0
9;-13.75;0;0
10;-14.0;1;1
11;-13.75;1;0
12;-14.0;1;0
13;-14.25;1;0
14;-14.5;1;1
15;-14.25;1;1
16;-14.0;1;1
17;-13.75;1;0
18;-14.0;1;1
19;-13.75;1;1
20;-13.5;1;0
21;-13.75;1;0
22;-14.0;1;0
23;-14.25;1;0
24;-14.5;1;1
25;-14.25;1;0
26;-14.5;1;0
27;-14.75;1;1
28;-14.5;1;0
29;-14.75;1;1
30;-14.5;0;0
31;-14.75;1;0
32;-15.0;1;1
33;-14.75;1;1
34;-14.5;1;0
35;-14.75;1;0
36;-15.0;1;1
37;-14.75;1;1
38;-14.5;1;1
39;-14.25;1;1
40;-14.0;1;1
41;-13.75;1;1
42;-13.5;1;1
43;-13.25;1;1
44;-13.0;1;1
45;-12.75;1;1
46;-12.5;1;1
47;-12.25;1;1
48;-12.0;1;1
49;-11.75;1;1
50;-11.5;1;1
51;-11.25;1;0
52;-11.5;1;1
53;-11.25;1;1
54;-11.0;1;1
55;-10.75;1;0
56;-11.0;1;0
57;-11.25;1;1
58;-11.0;1;0
59;-11.25;1;0
60;-11.5;1;1
61;-11.25;1;1
62;-11.0;1;1
63;-10.75;1;1
64;-10.5;1;1
65;-10.25;1;1
66;-10.0;1;0
67;-10.25;1;0
68;-10.5;1;1
69;-10.25;1;1
70;-10.0;0;0
71;-10.25;1;1
72;-10.0;1;1
73;-9.75;1;1
74;-9.5;1;1
75;-9.25;1;1
76;-9.0;1;1
77;-8.75;1;1
78;-8.5;1;1
79;-8.25;0;0
80;-8.5;1;1
81;-8.25;1;1
82;-8.0;1;1
83;-7.75;1;1
84;-7.5;1;1
85;-7.25;1;1
86;-7.0;1;0
87;-7.25;1;1
88;-7.0;1;1
89;-6.75;1;1
90;-6.5;1;1
91;-6.25;1;0
92;-6.5;1;1
93;-6.25;1;1
94;-6.0;1;1
95;-5.75;1;1
96;-5.5;1;1
97;-5.25;1;1
98;-5.0;1;1
99;-4.75;1;1
100;-4.5;1;1
101;-4.25;1;1
102;-4.0;0;0
103;-4.25;1;1
104;-4.0;1;1
105;-3.75;1;1
106;-3.5;1;1
107;-3.25;1;1
108;-3.0;1;1
109;-2.75;1;1
110;-2.5;1;0
111;-2.75;0;0
112;-3.0;1;1
113;-2.75;1;1
114;-2.5;1;1
115;-2.25;1;0
116;-2.5;1;1
117;-2.25;1;1
118;-2.0;1;1
119;-1.75;1;1
120;-1.5;1;1
121;-1.25;1;0
122;-1.5;1;1
123;-1.25;1;1
124;-1.0;1;1
125;-0.75;1;1
126;-0.5;1;1
127;-0.25;1;1
128;0.0;1;1
129;0.25;0;0
130;0.0;1;1
131;0.25;1;1
132;0.5;1;1
133;0.75;1;0
134;0.5;1;1
135;0.75;1;0
136;0.5;1;1
137;0.75;1;1
138;1.0;1;1
139;1.25;1;1
140;1.5;1;0
141;1.25;1;1
142;1.5;1;0
143;1.25;1;1
144;1.5;0;1
145;1.25;1;1
146;1.5;0;0
147;1.25;1;1
148;1.5;1;1
149;1.75;0;0
150;1.5;1;0
151;1.25;1;1
152;1.5;1;1
153;1.75;1;0
154;1.5;1;1
155;1.75;1;1
156;2.0;1;1
157;2.25;1;0
158;2.0;0;1
159;1.75;1;1
160;2.0;1;1
161;2.25;1;1
162;2.5;0;1
163;2.25;0;0
164;2.0;1;1
165;2.25;1;1
166;2.5;1;1
167;2.75;1;1
168;3.0;1;1
169;3.25;1;1
170;3.5;1;0
171;3.25;1;0
172;3.0;1;0
173;2.75;1;1
174;3.0;1;0
175;2.75;1;1
176;3.0;1;0
177;2.75;1;1
178;3.0;1;1
179;3.25;1;0
180;3.0;1;1
181;3.25;1;1
182;3.5;1;0
183;3.25;1;1
184;3.5;1;1
185;3.75;1;1
186;4.0;0;0
187;3.75;0;1
188;3.5;1;0
189;3.25;1;1
190;3.5;0;1
191;3.25;1;0
192;3.0;1;0
193;2.75;1;0
194;2.5;1;1
195;2.75;1;1
196;3.0;1;1
197;3.25;1;1
198;3.5;1;1
199;3.75;0;0
