;volume;subj_response;obj_response
0;-14.0;0;0
1;-14.25;1;1
2;-14.0;0;1
3;-14.25;1;1
4;-14.0;1;0
5;-14.25;1;0
6;-14.5;0;1
7;-14.75;1;0
8;-15.0;0;0
9;-15.25;0;0
10;-15.5;1;0
11;-15.75;1;0
12;-16.0;1;1
13;-14.75;1;1
14;-14.5;1;1
15;-14.25;1;1
16;-14.0;0;1
17;-14.25;1;1
18;-14.0;1;1
19;-13.75;1;1
20;-13.5;0;0
21;-13.75;0;0
22;-14.0;1;1
23;-13.75;1;1
24;-13.5;1;1
25;-13.25;1;1
26;-13.0;0;0
27;-13.25;0;1
28;-13.5;1;1
29;-13.25;1;1
30;-13.0;1;1
31;-12.75;1;1
32;-12.5;1;1
33;-12.25;1;1
34;-12.0;1;1
35;-11.75;1;1
36;-11.5;0;0
37;-11.75;1;1
38;-11.5;1;1
39;-11.25;1;1
40;-11.0;1;0
41;-11.25;1;1
42;-11.0;1;0
43;-11.25;1;1
44;-11.0;0;1
45;-11.25;1;1
46;-11.0;1;1
47;-10.75;1;1
48;-10.5;1;0
49;-10.75;1;1
50;-10.5;1;1
51;-10.25;1;0
52;-10.5;1;0
53;-10.75;1;1
54;-10.5;0;1
55;-10.75;1;1
56;-10.5;1;1
57;-10.25;1;1
58;-10.0;1;1
59;-9.75;1;1
60;-9.5;1;1
61;-9.25;1;1
62;-9.0;1;1
63;-8.75;1;1
64;-8.5;1;1
65;-8.25;1;1
66;-8.0;1;1
67;-7.75;1;1
68;-7.5;1;1
69;-7.25;1;1
70;-7.0;1;1
71;-6.75;1;0
72;-7.0;0;0
73;-7.25;1;1
74;-7.0;1;1
75;-6.75;1;1
76;-6.5;1;1
77;-6.25;1;0
78;-6.5;1;0
79;-6.75;1;0
80;-7.0;0;1
81;-7.25;1;1
82;-7.0;1;1
83;-6.75;1;0
84;-7.0;1;1
85;-6.75;1;0
86;-7.0;1;1
87;-6.75;1;1
88;-6.5;1;1
89;-6.25;1;1
90;-6.0;1;1
91;-5.75;1;1
92;-5.5;1;1
93;-5.25;1;0
94;-5.5;1;1
95;-5.25;1;1
96;-5.0;1;0
97;-5.25;1;1
98;-5.0;1;1
99;-4.75;1;1
100;-4.5;1;1
101;-4.25;1;1
102;-4.0;1;1
103;-3.75;1;1
104;-3.5;1;1
105;-3.25;1;1
106;-3.0;1;1
107;-2.75;1;1
108;-2.5;1;1
109;-2.25;1;0
110;-2.5;1;1
111;-2.25;1;1
112;-2.0;0;0
113;-2.25;0;0
114;-2.5;0;1
115;-2.75;0;0
116;-3.0;0;0
117;-3.25;1;0
118;-3.5;0;0
119;-3.75;0;1
120;-4.0;1;1
121;-3.75;1;1
122;-3.5;1;0
123;-3.75;0;0
124;-4.0;0;0
125;-4.25;0;1
126;-4.5;0;0
127;-4.75;0;1
128;-5.0;0;0
129;-5.25;0;1
130;-5.5;0;0
131;-5.75;0;0
132;-6.0;0;0
133;-6.25;1;1
134;-6.0;1;1
135;-5.75;1;1
136;-5.5;1;1
137;-5.25;1;0
138;-5.5;1;1
139;-5.25;1;0
140;-5.5;1;0
141;-5.75;1;1
142;-5.5;1;1
143;-5.25;1;1
144;-5.0;1;1
145;-4.75;0;1
146;-5.0;1;0
147;-5.25;1;1
148;-5.0;1;0
149;-5.25;1;1
150;-5.0;0;0
151;-5.25;1;1
152;-5.0;1;1
153;-4.75;1;1
154;-4.5;1;1
155;-4.25;1;1
156;-4.0;1;1
157;-3.75;0;0
158;-4.0;1;1
159;-3.75;1;1
160;-3.5;1;1
161;-3.25;1;1
162;-3.0;1;1
163;-2.75;1;1
164;-2.5;1;1
165;-2.25;1;0
166;-2.5;1;1
167;-2.25;0;0
168;-2.5;1;1
169;-2.25;1;0
170;-2.5;0;0
171;-2.75;0;0
172;-3.0;1;1
173;-2.75;1;1
174;-2.5;1;1
175;-2.25;1;1
176;-2.0;1;1
177;-1.75;1;1
178;-1.5;1;1
179;-1.25;1;0
180;-1.5;1;1
181;-1.25;1;0
182;-1.5;1;1
183;-1.25;1;0
184;-1.5;1;1
185;-1.25;1;1
186;-1.0;1;0
187;-1.25;1;0
188;-1.5;1;1
189;-1.25;0;0
190;-1.5;1;1
191;-1.25;0;1
192;-1.5;0;1
193;-1.75;0;0
194;-2.0;0;1
195;-2.25;1;1
196;-2.0;1;1
197;-1.75;1;1
198;-1.5;1;1
199;-1.25;1;0
