;null_trials;SOA;contrast;subj_response;obj_response
173;0;3;0.8199999999999998;0;1
174;0;3;0.8399999999999999;0;1
175;0;3;0.8599999999999999;0;0
176;0;3;0.8799999999999999;1;1
177;0;3;0.8599999999999999;0;1
178;0;3;0.8799999999999999;0;1
179;0;3;0.8999999999999999;1;1
180;0;3;0.8799999999999999;0;0
181;0;3;0.8999999999999999;1;1
182;0;3;0.8799999999999999;0;1
183;0;3;0.8999999999999999;0;1
184;0;3;0.9199999999999999;1;1
185;0;3;0.8999999999999999;0;0
186;0;3;0.9199999999999999;1;1
187;0;3;0.8999999999999999;0;1
188;0;3;0.9199999999999999;0;0
189;0;3;0.94;0;1
190;0;3;0.96;0;1
191;0;3;0.98;0;1
192;0;3;1.0;1;1
193;0;3;0.98;1;1
194;0;3;0.96;1;1
195;0;3;0.94;1;1
196;0;3;0.9199999999999999;1;1
197;1;3;0.8999999999999999;0;1
198;0;3;0.9199999999999999;1;1
199;0;3;0.8999999999999999;1;1
