;null_trials;SOA;contrast;subj_response;obj_response
0;0;3;0.7;0;1
1;0;3;0.72;0;1
2;0;3;0.74;0;1
3;0;3;0.76;0;0
4;0;3;0.78;0;1
5;0;3;0.8;1;0
6;0;3;0.8200000000000001;0;0
7;0;3;0.8400000000000001;1;0
8;0;3;0.8600000000000001;1;1
9;0;3;0.8400000000000001;1;1
10;0;3;0.8200000000000001;1;1
11;1;3;0.8;0;0
12;0;3;0.8200000000000001;1;0
13;0;3;0.8400000000000001;0;1
14;0;3;0.8600000000000001;0;1
15;1;3;0.8800000000000001;0;0
16;0;3;0.9000000000000001;1;1
17;0;3;0.8800000000000001;1;1
18;0;3;0.8600000000000001;1;0
19;0;3;0.8800000000000001;1;0
20;0;3;0.9000000000000001;0;0
21;0;3;0.9200000000000002;0;1
22;1;3;0.9400000000000002;1;1
23;0;3;0.9200000000000002;0;1
24;0;3;0.9400000000000002;0;0
25;0;3;0.9600000000000002;1;0
26;1;3;0.9800000000000002;1;1
27;0;3;0.9600000000000002;1;0
28;0;3;0.9800000000000002;1;0
29;0;3;1.0;1;0
30;0;3;1.0;0;1
31;0;3;1.0;1;1
32;0;3;0.98;1;0
33;0;3;1.0;1;1
34;0;3;0.98;0;0
35;0;3;1.0;1;0
36;0;3;1.0;1;1
37;0;3;0.98;0;0
38;0;3;1.0;0;1
39;0;3;1.0;0;1
40;0;3;1.0;1;1
41;0;3;0.98;1;1
42;0;3;0.96;1;1
43;0;3;0.94;1;0
44;0;3;0.96;1;1
45;0;3;0.94;1;1
46;0;3;0.9199999999999999;1;1
47;0;3;0.8999999999999999;1;0
48;0;3;0.9199999999999999;0;1
49;0;3;0.94;0;0
50;0;3;0.96;1;1
51;0;3;0.94;1;0
52;0;3;0.96;1;1
53;0;3;0.94;1;1
54;0;3;0.9199999999999999;1;1
55;0;3;0.8999999999999999;1;0
56;0;3;0.9199999999999999;1;0
57;0;3;0.94;1;0
58;0;3;0.96;1;0
59;0;3;0.98;1;1
60;0;3;0.96;1;0
61;0;3;0.98;1;0
62;0;3;1.0;0;1
63;0;3;1.0;0;1
64;0;3;1.0;0;1
65;0;3;1.0;1;0
66;0;3;1.0;0;0
67;0;3;1.0;1;1
68;0;3;0.98;1;0
69;0;3;1.0;0;0
70;1;3;1.0;0;0
71;0;3;1.0;1;0
72;0;3;1.0;1;0
73;0;3;1.0;1;1
74;0;3;0.98;1;1
75;0;3;0.96;1;0
76;0;3;0.98;1;1
77;0;3;0.96;1;1
78;0;3;0.94;1;1
79;0;3;0.9199999999999999;0;0
80;0;3;0.94;1;1
81;0;3;0.9199999999999999;0;1
82;0;3;0.94;1;0
83;0;3;0.96;0;1
84;0;3;0.98;0;1
85;0;3;1.0;0;1
86;0;3;1.0;1;1
87;0;3;0.98;1;1
88;0;3;0.96;1;1
89;0;3;0.94;1;0
90;0;3;0.96;0;1
91;0;3;0.98;0;0
92;0;3;1.0;1;0
93;0;3;1.0;1;1
94;0;3;0.98;1;1
95;0;3;0.96;0;0
96;0;3;0.98;1;1
97;0;3;0.96;1;1
98;0;3;0.94;1;1
99;0;3;0.9199999999999999;1;1
100;0;3;0.8999999999999999;1;1
101;0;3;0.8799999999999999;1;1
102;0;3;0.8599999999999999;1;1
103;0;3;0.8399999999999999;1;1
104;0;3;0.8199999999999998;1;0
105;0;3;0.8399999999999999;1;1
106;0;3;0.8199999999999998;1;1
107;0;3;0.7999999999999998;1;1
108;0;3;0.7799999999999998;1;1
109;0;3;0.7599999999999998;0;0
110;0;3;0.7799999999999998;1;1
111;0;3;0.7599999999999998;0;1
112;0;3;0.7799999999999998;1;1
113;0;3;0.7599999999999998;1;1
114;1;3;0.7399999999999998;0;1
