,participant,wSMI_1,wSMI_2,wSMI_4,wSMI_8,p_e_1,p_e_2,p_e_4,p_e_8,k,se,msf,sef90,sef95,b,b_n,g,g_n,ft,ft_n,t,t_n,d,d_n,a_n,a,CNV,P1,P3a,P3b
0,,0.013876944484801925,0.016402534340991027,0.033506813174205154,0.05828778612227211,0.6423261719076562,0.7798508825762612,0.8802192576681421,0.9158030189108496,0.6346281540504648,0.8978632964343696,9.862400638870895,24.699235431849957,29.917813593521714,15.222557118903401,0.24443912016487443,8.591338001591616,0.07218384773652786,6.165667171079818,0.31701100464484167,15.922202007254464,0.28392829240950856,9.960434599109979,0.08712028711725626,0.31232845257183295,16.18200559943769,-10253092.400016405,-2.4700568812744073,-2.918890405756732,4.531605322286486
1,,0.015878769275741056,0.019992657180495418,0.033901170878529244,0.0589617844860304,0.6386212326429472,0.7723582904027934,0.8630209324833901,0.8668064778640835,0.5941235059760955,0.8607538715740676,7.263284225016832,17.349483537487686,24.872170770540833,13.653475558190934,0.14261262122531723,8.317962639939998,0.039239285286734336,13.74273779185579,0.49683451081205426,18.14711414428025,0.3499802019466021,16.09019468611535,0.21915387119557014,0.2490140203457761,16.729479345805668,-19797604.084797155,5.934054056182504,-0.7846390662404398,-1.1158387994393706
2,,0.014639988983510663,0.016666927000507748,0.028809512807334597,0.05869638788990869,0.6484878224210612,0.7701862582954319,0.8509318540568964,0.8276000841488022,0.6107237715803453,0.8173589729553726,5.757729511708021,14.12983443774283,21.774593674577773,12.77639003657756,0.08662308660117725,7.416186866972363,0.0257915116883194,16.310939161923773,0.545956805182423,20.71907556171799,0.48024494299126563,17.889888224141334,0.25422414028653195,0.15311631843270576,15.601538283904233,-12196703.235044029,19.688344925642014,18.938695057233176,-7.476237003803253
3,,0.015389306870779986,0.018999606610380446,0.026261334374333322,0.060622600656758806,0.6585435150475892,0.7998058221395241,0.9001838089459885,0.8944700750831696,0.6077357237715802,0.8604298133538024,6.098513855598867,21.474499998614192,29.180295237340033,13.609715109910079,0.14703545599554865,9.149730238126187,0.05750043962266305,8.931553422683125,0.3528575242167628,17.45939901495169,0.34402052193339827,16.53005119508585,0.286980800586155,0.164462781862235,13.2966006694797,-14909503.780667424,2.589116488893827,-1.061161773869147,1.4904841488599778
4,,0.014474538507435483,0.017039805912213067,0.02944961962282605,0.059558935923459545,0.6205376671524627,0.7422795805417604,0.8752492542086912,0.8853521464326479,0.5971115537848606,0.8912248392751362,8.499263263307512,22.145896019414067,28.152855872176588,15.915173201067844,0.22358835213903375,8.415094224241868,0.049093647243078437,9.390605955104919,0.24933064537624364,17.406844272761916,0.2993828962773482,14.987898397859162,0.1833065296687965,0.24462857467174315,16.363518837567295,-27526981.11854276,10.59334964553515,3.8292066456129152,6.402810695171357
5,,0.014609521077444893,0.016424574153950485,0.026077029302926446,0.06253721037864425,0.6476447833782736,0.781924844792561,0.8863823429169776,0.8546995281691568,0.5869853917662683,0.8231523450136283,5.249096162617207,16.474634177051485,25.18243711348623,14.189295138891433,0.10198767411330611,8.734840380485004,0.031114638104598562,12.117244987424801,0.39739695738262226,20.806659296980047,0.4387995456731208,19.358806361403214,0.31548245318034046,0.11261568892863412,14.855487058179127,-20171221.72689823,-0.820455224418159,-9.392683736483256,-0.5928219877555967
6,,0.015969730607308264,0.018683406821427058,0.028353280142505568,0.06262989304633489,0.638951056623082,0.7826044695847695,0.8879549906084274,0.9052972074436686,0.622675962815405,0.8862094906242189,8.570471932180226,22.125550685450435,29.414266577921808,14.235975321973187,0.1960931913778261,8.797978641090511,0.06424995182632147,13.583649180231252,0.5139540532650219,15.980102673059385,0.2945240926657,14.140039759043022,0.18814371504318383,0.25698904908696857,15.454460056919848,-5368886.476966533,7.054153228799502,9.764625473817189,-2.2656489304080605
7,,0.015368763222414475,0.019600798409372424,0.03304384194274855,0.04553858961011834,0.6251543407066017,0.75880697360545,0.8685966802604299,0.851671032675256,0.6261620185922975,0.8974912184866793,8.784097938798368,24.897602437995374,29.429525578394532,16.359711675723464,0.2446579504324725,8.961983348474405,0.05436001676047563,9.748460147918967,0.2739196972626166,17.750211120484305,0.3294948267833506,13.826331442407367,0.13912647811488066,0.23236072790882065,16.158878806842456,-5277215.707353093,-3.350935159212289,-4.569154573480288,-4.27418010726571
8,,0.01539906703658491,0.017189169633095063,0.02294323199067805,0.06000760729292936,0.6500852318699758,0.7843665011641794,0.8852257615016298,0.8949854655698858,0.5838313413014609,0.8678608978703259,7.334492893889546,21.301564659923315,28.305445876903832,14.275437274629859,0.16175902583504487,8.481021206414843,0.04918560388066101,8.398582118717774,0.3672903927692237,18.38327068981877,0.376764664762608,15.698286046273154,0.20247684073069483,0.20981386479099126,15.744129336977407,-19573481.168020554,-2.01255088976662,-1.6885324649512767,1.2966325932147447
9,,0.014443885167112315,0.015582965924964267,0.02585716242407167,0.06146639135600218,0.6242038487757148,0.7441557606557776,0.8465503191465023,0.8714696089834114,0.6165338645418328,0.8505933058917803,6.485075200907886,18.280282566323876,24.897602437995374,14.668112729262686,0.13334179487107922,8.418846543311437,0.0327606057063595,12.879539039934107,0.44664673220519513,20.027023148013857,0.4175765676337983,17.153650602976445,0.21903825154488263,0.19728278024388043,16.617029320897554,-11066399.841677537,-2.7432586969807744,-3.47586248141403,3.3759896908700466
