,participant,wSMI_1,wSMI_2,wSMI_4,wSMI_8,p_e_1,p_e_2,p_e_4,p_e_8,k,se,msf,sef90,sef95,b,b_n,g,g_n,ft,ft_n,t,t_n,d,d_n,a_n,a,CNV,P1,P3a,P3b
0,,0.014759061780526094,0.014568215355035663,0.023231800250712725,0.05881979505161402,0.662528427446038,0.7982057756031292,0.9198797002386395,0.9188088157089935,0.6328021248339973,0.8890652544355516,7.324356883764267,26.5711391394337,32.34924290329218,12.031102246878007,0.20283389141387995,7.531851462099806,0.07588907191316471,4.405779684532536,0.3919765112371663,14.111601525380133,0.3291969743652779,12.135922203943784,0.224375052624649,0.1677050096830285,10.93584244121358,-10899510.657491641,0.7949763568661486,-0.14153368650004267,2.974949285387993
1,,0.015052234866657058,0.015878738532952782,0.027376026637941125,0.0638001721001384,0.6459066354713137,0.7876100213636037,0.9057410057761947,0.85914988133475,0.6080677290836652,0.901830434500809,9.145273386811217,24.526422842716176,30.894544244433444,15.609533731928607,0.22108969639138573,9.681795143186848,0.07110747233072866,3.282920734597836,0.16513360945059188,16.95269369643081,0.28354391970255116,14.447982306113238,0.1620319543891404,0.26222695718619404,16.6672788634682,-19588853.126998607,2.719900529831648,-0.028844100423157215,-4.591274097561836
2,,0.014491955005940986,0.015493572536739048,0.02577924726368729,0.06942767465774294,0.6343245821952732,0.7658847023966423,0.8645042214169417,0.8658614452062836,0.6074037184594956,0.8548547383076835,6.978484475364287,18.61098738728712,24.55185463745147,14.43479765369967,0.16018509254606725,7.584879194923393,0.04050369465588266,8.144508445800296,0.28635252199806405,18.43934281521656,0.3346636206241696,17.377902658037435,0.26322522388139613,0.20142236829248436,16.07847268112624,-7901025.255912436,-3.4688226779301963,0.6635154403125246,3.312810945883393
3,,0.016023474924528647,0.016767133419334113,0.030962314610504634,0.05112046773572947,0.6600130399334861,0.8016381906843986,0.9272488146302512,0.8993219761697442,0.6024236387782205,0.889262402973837,7.4769476521760225,25.58438550370435,33.432637359015644,14.753511716873776,0.1900497716003988,11.793600343388183,0.08780550130565036,11.638579546933784,0.4256435152787429,17.612343783843315,0.31617994780399994,16.830820286059133,0.259890143264976,0.14607463602497492,14.030468703914456,4072689.002259726,0.9765640320256352,8.667557393635313,-3.653863644739613
4,,0.016445772095187095,0.018635559489738333,0.02713082211789536,0.052864687658719045,0.6500039610486164,0.7967567408148374,0.9156080542836734,0.8927372493828297,0.6472443559096946,0.9106651899268415,9.470800359422961,29.887445172915857,34.77543612103909,11.967727120365266,0.21066516329073257,8.621157161237457,0.1166448460582376,11.929651250200132,0.44032318442851487,13.383601802094404,0.29701861017498393,10.27716475429924,0.1431476671073374,0.23252371336870845,12.342368167457815,2865971.109325026,-0.11374292949525018,-0.0688962921500206,-0.09798588167876005
5,,0.01689499904877356,0.01706886927938293,0.030720806004758527,0.0657728164053968,0.6270955375197349,0.7591689122734234,0.8504285555882612,0.9014852877151411,0.623339973439575,0.8825983934386046,9.791240973087648,20.935453426092863,27.80712436356892,15.751963500017228,0.19493253582969827,9.663057458209515,0.058811091084548794,4.354618133618443,0.23350888555371374,16.662322529799656,0.22600450953605852,14.027428987218059,0.12742676213861262,0.3928251014110818,18.899526638113013,-4020699.699107171,2.215791281312704,4.56582799355189,2.6410074581205847
6,,0.014288250417105875,0.01638709237065419,0.033640664307964314,0.05488342790106854,0.6430266353642043,0.7826399700790595,0.8878266980797043,0.8902032096385349,0.6346281540504648,0.8789273655940515,8.662069286840657,22.62921095546335,31.41843921598047,13.17057987385842,0.1488073388845743,9.695109972040447,0.07153345385404808,7.939880766577479,0.30038511040259963,16.373463141223837,0.2887421465837605,12.507181072450512,0.137024255468826,0.35389280520879113,17.18269201786426,-2999467.867632853,1.1174859853927046,-2.623756024800241,4.244216358661651
7,,0.0162945560065906,0.019513120585093992,0.02774108969497167,0.04959666206535011,0.6512884833970591,0.7942675310524802,0.9093562293953656,0.8961923921327162,0.6394422310756972,0.910595628049608,9.145273386811217,27.176415854133666,33.28513294955095,14.259462625211468,0.2064802281014043,10.749308180525233,0.09791430951781287,8.421640722197528,0.322444704678552,15.831507859300066,0.28327312810491057,12.404257910607576,0.1394050468226851,0.2729272874531872,15.605017684701936,483346.5033334806,3.311911587292949,1.5936621472239494,-2.6901936001330613
8,,0.01565307140855358,0.014468899534968797,0.022459810073795567,0.06269684339141678,0.6633017578597774,0.8052754970751353,0.9380298384103397,0.9018951245702435,0.6165338645418326,0.9384146738905607,12.73624280343453,32.23734300645689,34.92802688945085,13.980369755320147,0.3188655692275103,11.353122846166201,0.1810398535844333,9.885957329607722,0.40219189343293377,11.71243784682794,0.1923526749951776,11.456462674245856,0.1807516488880467,0.12699025330483213,9.740398364190213,2681738.2720554494,-1.666982489793251,-0.34109335305790106,-4.702353232093156
9,,0.01577124044096489,0.014639996508580333,0.022593248141865394,0.06189929167708109,0.6204433765041976,0.7551454787993485,0.8611771101766434,0.8799042103314609,0.6145418326693227,0.8445350854989858,7.446429498493671,16.362816732687254,21.886602549192805,15.215828413013334,0.12276082495175138,8.17923919654762,0.03246216020799834,10.449998324863278,0.40212624319848583,20.435794367932374,0.3763074437557125,16.859581365759812,0.18036094952124035,0.2881086215632975,19.021999073618527,5042082.516734184,-2.3965244232288874,4.575270581245422,-2.698046463467181
