wSMI_1,wSMI_2,wSMI_4,wSMI_8,p_e_1,p_e_2,p_e_4,p_e_8,k,se,msf,sef90,sef95,b,b_n,g,g_n,ft,ft_n,t,t_n,d,d_n,a_n,a
0.045937685539498785,0.04617580350302791,0.04688403908751522,0.04620974707576206,0.03962386648171498,0.03873555849724196,0.03972501263483067,0.042593567442625574,0.04205593962548699,0.03369630027935857,0.03575235815375903,0.03397981669460265,0.034855175274613896,0.04293231244401507,0.03662648686693457,0.043785929619955456,0.03553907899079595,0.04267710313462831,0.04450228446202695,0.035389033129015104,0.03741486169562176,0.03644174125917941,0.0398917132706992,0.04007559242137254,0.03849899241571759
0.04305527867409048,0.043079424742483115,0.043827975534111274,0.04447325603418665,0.0390619961207608,0.03826468547621888,0.041097180762281804,0.04205287763009184,0.040323496747988706,0.03900048815648459,0.03704051342604307,0.0364060237221927,0.03719838275625977,0.039442781030264426,0.037604967894015774,0.0424160655026021,0.03897619903817614,0.042560018673426056,0.04296047213631681,0.03716803341162504,0.0376303738948542,0.03752462546245913,0.038141328249037126,0.04109561452633829,0.039597940397691184
0.04350339592323838,0.043732026591172195,0.04617126297940676,0.04632477110701067,0.03944679699605433,0.03854459148688926,0.040542857354491,0.04266156510901145,0.04143408851182561,0.03589011695323934,0.03628751023399184,0.03440169933242092,0.03601961844874994,0.04027977662019553,0.0381502345549891,0.03950997564010463,0.03708124207995503,0.04239135248890936,0.04245643809251507,0.038118604398965576,0.03857810164582233,0.037790934197043755,0.03839486562452375,0.041595019399345616,0.040693154230128495
0.044674940232196814,0.04460428999190429,0.046254514826318975,0.04522930915165707,0.039505238852909616,0.03872118080265229,0.038732548188285205,0.04071042328110886,0.03886296110015558,0.034557773914467876,0.03567157045448753,0.034662302983189286,0.0348231856589532,0.04314330936771409,0.036675725593797094,0.04354743952761716,0.0372278636168692,0.045091056068111326,0.04622368193667372,0.03570937700211753,0.04129197448990549,0.03492623298022346,0.03706124145865047,0.040120389081927145,0.04197146943810676
0.044647073243690986,0.04553675735075347,0.046915495685408044,0.04827635320140852,0.03831639642381564,0.03702575404550926,0.03837628405928869,0.04220452314144115,0.04020368559837764,0.03513023375548923,0.03728556726798828,0.03474656085767349,0.034850832124675546,0.04142085777156778,0.03705981648208949,0.043414503544340344,0.03782575772157039,0.04210574948833077,0.04414405680485181,0.03541804319914173,0.038967643387437884,0.03795493895191989,0.04084738377966532,0.039413730443688184,0.03791200166987643
0.044769107955233096,0.04446035764055188,0.04557478897680176,0.04736102089397853,0.04090611944454309,0.03915508496135905,0.039136429491768106,0.04144865835219516,0.03797851697621463,0.03765537400687098,0.03410287859130714,0.03390756676602286,0.03649311428454018,0.03967151108776212,0.037901087428057006,0.03796375715746373,0.03551684888436597,0.04415982201969679,0.04292687367212149,0.039584158848337776,0.03824853138879756,0.0389970836288348,0.03654677474134714,0.04256199122367874,0.042972541578150614
